country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
USA,1995,2,short,4,5,2,1,0,1,2,3,7,13,23,30,29,32,35,48,67,136,313,1012,3898,2490,6407,5132,10484,9743,14816
USA,1995,2,short,4,6,131,25,13,14,14,14,15,20,28,43,59,86,122,198,307,580,1189,2507,5949,4621,8315,7298,11566,11327,12961
USA,1995,2,short,4,7,140,15,6,8,16,26,41,68,128,226,404,764,1389,2545,4200,7183,12540,24190,64025,45150,97641,81735,148506,137026,215595
USA,1995,2,short,4,8,21,3,1,2,2,6,9,22,45,74,118,195,301,501,879,1679,3288,6957,17994,13349,26266,23017,36658,35061,45988
USA,1995,2,short,4,9,8,1,0,0,2,2,5,7,10,16,25,38,73,137,243,449,776,1504,4149,2799,6553,5165,10992,9788,18030
USA,1995,2,short,4,10,103,11,4,3,3,5,7,10,16,22,27,42,66,110,192,388,801,2032,6852,4373,11268,9060,18329,16496,29043
USA,1995,2,short,4,11,61,9,3,7,11,11,14,18,26,51,81,179,362,696,1241,2019,3027,4315,6655,5702,8353,7523,11010,10432,14387
USA,1995,2,short,4,12,109,6,2,3,3,6,13,26,62,99,139,191,268,395,548,803,1244,2031,4355,3396,6062,5344,8358,8056,10124
USA,1995,2,short,4,13,5,1,1,2,3,9,11,14,18,24,32,43,61,93,128,204,319,564,1270,917,1899,1584,2906,2687,4184
USA,1995,2,short,4,14,40,2,1,1,3,10,13,15,18,22,32,53,87,173,264,474,860,1655,4099,3003,6050,5210,8736,8246,11598
USA,1995,2,short,4,15,5811,49,13,12,14,10,12,11,12,13,13,17,20,22,23,28,33,48,77,63,101,87,148,130,254
USA,1995,2,short,4,16,294,156,73,93,320,287,271,291,294,291,256,260,256,287,331,482,699,1133,2512,1931,3547,3078,5046,4831,6298
USA,1996,2,short,4,0,6842,340,163,185,433,472,599,840,1199,1720,2544,4034,6333,10242,15448,24203,37499,64442,145688,108720,211035,180945,307137,285780,432580
USA,1996,2,short,4,1,136,27,10,8,11,29,78,136,162,150,129,128,160,194,281,428,686,1091,2464,1902,3457,2964,5033,4704,6966
USA,1996,2,short,4,2,43,30,26,28,35,47,84,165,308,592,1041,1798,2826,4324,5997,8087,9995,12620,15723,14762,17422,17086,18496,18437,18839
USA,1996,2,short,4,3,27,6,2,2,3,6,7,10,13,14,21,23,30,37,52,83,130,210,568,406,855,694,1367,1281,1872
USA,1996,2,short,4,4,68,10,5,8,9,13,19,27,37,64,102,192,326,541,820,1196,1730,2576,5017,3944,6914,5979,9901,8996,15220
USA,1996,2,short,4,5,1,1,1,1,2,5,9,15,26,28,30,32,41,47,72,133,328,1055,4193,2616,6982,5615,11349,10529,16164
USA,1996,2,short,4,6,108,24,10,11,13,14,15,18,26,40,63,88,124,202,326,586,1247,2599,6438,4915,9131,8186,12147,11704,14743
USA,1996,2,short,4,7,131,15,7,8,16,23,40,70,123,227,416,770,1361,2485,4015,7046,12210,23811,62815,44312,95521,79595,146389,134392,216852
USA,1996,2,short,4,8,20,3,2,2,3,5,11,23,43,72,125,194,291,499,865,1639,3266,6955,17896,13186,26223,23039,36393,34598,46940
USA,1996,2,short,4,9,7,1,0,0,1,3,4,6,9,17,25,39,65,137,244,457,795,1491,4206,2784,6721,5348,11107,9951,17896
USA,1996,2,short,4,10,97,11,3,3,4,5,7,11,15,22,29,41,65,116,187,391,777,2077,6794,4364,11088,8849,18242,16356,29319
USA,1996,2,short,4,11,59,10,4,8,9,11,15,17,25,47,80,166,353,706,1253,2113,3187,4447,7067,6094,8787,7929,11527,11044,14367
USA,1996,2,short,4,12,105,7,3,2,3,8,12,29,60,96,133,185,268,386,556,842,1243,2021,4374,3418,6063,5382,8237,7898,10233
USA,1996,2,short,4,13,4,1,1,2,3,8,10,14,18,22,30,45,55,101,139,214,313,542,1305,959,1915,1616,2870,2605,4423
USA,1996,2,short,4,14,38,2,1,1,4,9,12,14,18,21,32,54,83,159,280,490,864,1689,4123,3008,6094,5297,8642,8168,11425
USA,1996,2,short,4,15,5692,46,11,11,10,9,9,9,12,13,14,16,24,17,23,29,33,42,74,67,86,73,127,120,168
USA,1996,2,short,4,16,306,150,76,89,308,277,267,276,302,292,274,265,260,290,338,469,694,1217,2630,1983,3774,3292,5311,4998,7151
USA,1997,2,short,4,0,6685,315,162,178,426,480,559,778,1141,1688,2485,3888,6305,10060,15205,23875,37177,64030,146357,108644,212562,182897,307641,286920,431811
USA,1997,2,short,4,1,126,20,9,6,11,26,51,93,114,110,114,120,167,192,277,439,681,1160,2506,1923,3530,3115,4862,4605,6396
USA,1997,2,short,4,2,44,34,30,25,36,45,82,154,311,588,1015,1733,2805,4220,5864,7999,9908,12567,15910,14943,17605,17306,18564,18576,18494
USA,1997,2,short,4,3,28,6,3,2,4,4,7,8,11,15,19,25,30,39,54,82,128,239,581,412,878,756,1271,1199,1699
USA,1997,2,short,4,4,77,9,6,6,9,15,21,29,39,61,111,182,336,542,784,1178,1720,2696,5209,4048,7247,6287,10322,9618,14538
USA,1997,2,short,4,5,2,1,1,1,2,3,7,15,22,29,31,30,36,47,69,142,340,1094,4455,2717,7506,6012,12295,11392,17707
USA,1997,2,short,4,6,125,24,12,11,14,17,16,20,28,39,60,91,129,199,327,619,1311,2739,7022,5290,10063,8927,13703,13277,16252
USA,1997,2,short,4,7,122,12,6,8,16,30,43,70,123,217,398,722,1332,2372,3927,6801,11895,22962,62010,43289,94873,79533,144040,132515,213106
USA,1997,2,short,4,8,20,3,1,2,3,6,10,22,40,81,114,180,281,495,844,1651,3225,6764,17621,12957,25808,22614,36046,34395,45940
USA,1997,2,short,4,9,9,1,0,0,1,3,5,5,8,15,23,36,69,136,250,446,793,1479,4031,2700,6366,5009,10716,9424,18459
USA,1997,2,short,4,10,81,12,3,3,3,5,7,9,15,22,28,43,69,119,189,381,794,2096,6873,4462,11107,8939,18057,16247,28906
USA,1997,2,short,4,11,58,7,4,6,6,10,13,17,26,49,80,162,343,738,1282,2088,3191,4688,7362,6269,9282,8432,12005,11170,17013
USA,1997,2,short,4,12,100,6,2,2,5,7,11,27,60,105,136,183,258,393,570,847,1258,2011,4493,3474,6280,5616,8411,8207,9634
USA,1997,2,short,4,13,7,1,1,2,4,10,12,16,19,23,33,45,59,96,135,208,330,567,1339,975,1979,1643,3055,2826,4427
USA,1997,2,short,4,14,34,2,0,1,3,9,13,17,18,21,32,54,93,179,283,506,853,1713,4211,3078,6201,5414,8725,8210,11805
USA,1997,2,short,4,15,5580,41,12,13,11,11,10,9,11,13,13,17,20,17,23,24,39,46,80,70,97,83,141,150,88
USA,1997,2,short,4,16,271,138,71,89,298,277,252,266,297,299,279,266,278,276,329,465,712,1210,2654,2037,3737,3210,5428,5108,7349
USA,1998,2,short,4,0,6844,310,149,167,403,453,536,770,1149,1684,2438,3768,6117,9825,15192,24022,37018,64672,147892,109670,214461,184025,311561,291031,437896
USA,1998,2,short,4,1,137,17,6,7,8,24,48,81,101,105,108,118,172,203,307,457,703,1164,2570,1951,3649,3147,5253,4991,6865
USA,1998,2,short,4,2,38,30,24,26,33,47,75,159,307,570,981,1669,2702,4142,5802,8031,9869,12635,15921,15022,17488,17160,18534,18552,18423
USA,1998,2,short,4,3,33,6,2,3,3,5,6,10,13,16,19,22,31,41,56,83,136,235,592,412,906,755,1386,1253,2206
USA,1998,2,short,4,4,67,11,5,5,10,16,20,30,43,63,104,181,320,522,791,1206,1755,2756,5391,4194,7474,6437,10782,9954,15877
USA,1998,2,short,4,5,1,1,1,1,3,4,6,14,23,31,32,35,37,46,78,154,369,1226,4918,2980,8293,6606,13674,12645,20009
USA,1998,2,short,4,6,121,24,11,10,13,12,17,20,25,42,63,86,132,202,330,632,1317,2874,7443,5577,10693,9457,14637,14067,18146
USA,1998,2,short,4,7,133,14,6,8,15,27,42,72,126,229,393,687,1275,2311,3865,6723,11543,22688,61678,43058,94108,78440,144093,132863,213203
USA,1998,2,short,4,8,21,4,2,2,2,6,12,20,41,70,109,182,279,469,837,1602,3188,6812,17358,12885,25147,22175,34630,33294,42855
USA,1998,2,short,4,9,12,1,0,1,1,3,4,6,9,14,23,33,66,127,241,431,747,1425,3937,2620,6229,4994,10169,9111,16685
USA,1998,2,short,4,10,94,10,4,2,4,6,6,10,15,24,28,41,66,119,204,403,831,2228,7414,4762,12034,9649,19642,17762,31215
USA,1998,2,short,4,11,61,7,5,6,7,10,12,15,26,48,78,159,331,712,1313,2200,3309,4928,7805,6564,9966,9043,12912,12230,17110
USA,1998,2,short,4,12,113,6,1,3,3,7,12,28,58,100,138,183,263,370,564,830,1250,2081,4389,3354,6191,5501,8394,8148,9909
USA,1998,2,short,4,13,7,1,1,2,4,9,11,13,17,26,35,44,64,93,146,222,324,555,1350,956,2038,1712,3078,2743,5141
USA,1998,2,short,4,14,44,1,1,1,3,9,13,15,18,19,30,51,92,171,295,542,916,1769,4309,3179,6277,5433,8968,8342,12819
USA,1998,2,short,4,15,5690,43,11,9,11,11,10,11,12,13,13,16,19,19,20,25,37,43,75,68,86,76,119,109,182
USA,1998,2,short,4,16,272,135,70,84,282,259,243,266,314,315,284,260,269,278,344,482,725,1256,2743,2089,3882,3442,5288,4969,7250
USA,1999,2,short,4,0,6627,304,151,162,410,466,533,743,1146,1699,2487,3757,6136,9778,15355,23795,37772,65590,153014,112911,222784,191139,323967,304891,444192
USA,1999,2,short,4,1,134,15,7,5,7,19,40,74,96,116,126,126,163,221,353,509,792,1280,2842,2221,3922,3432,5489,5292,6730
USA,1999,2,short,4,2,33,31,27,25,34,48,74,143,301,551,956,1630,2679,4086,5842,7881,9930,12680,15861,15088,17206,16771,18596,18698,17953
USA,1999,2,short,4,3,20,4,3,2,4,6,6,10,11,17,20,22,31,41,54,88,137,239,623,424,970,789,1548,1421,2347
USA,1999,2,short,4,4,67,9,5,6,11,18,22,27,42,69,107,185,317,533,833,1224,1776,2834,5612,4402,7718,6801,10649,10114,14021
USA,1999,2,short,4,5,2,1,1,1,2,5,7,14,22,29,35,28,33,45,70,168,454,1319,5852,3536,9881,7893,16236,15064,23622
USA,1999,2,short,4,6,113,22,12,11,12,15,16,19,28,42,69,97,132,203,346,665,1436,3230,8357,6177,12149,10875,16222,15832,18684
USA,1999,2,short,4,7,142,11,5,7,17,27,41,72,133,236,395,694,1262,2268,3833,6504,11638,22769,63419,43799,97555,81174,149928,138939,219186
USA,1999,2,short,4,8,21,3,1,2,3,6,11,18,42,73,119,163,283,440,815,1557,3177,6710,17481,12872,25501,22568,34879,34005,40386
USA,1999,2,short,4,9,8,0,0,0,1,3,3,6,10,18,25,36,66,117,220,408,738,1424,4000,2700,6263,5015,10254,9318,16155
USA,1999,2,short,4,10,100,11,2,2,4,6,6,9,19,24,31,41,74,123,195,403,880,2052,7408,4509,12453,9792,20958,18679,35327
USA,1999,2,short,4,11,71,9,4,5,7,8,15,20,26,48,85,166,381,727,1358,2278,3460,5281,8191,7157,9990,9200,12516,12079,15271
USA,1999,2,short,4,12,94,7,3,4,4,7,11,28,60,99,142,183,258,396,572,840,1255,2067,4468,3472,6201,5514,8398,8032,10706
USA,1999,2,short,4,13,2,1,1,2,5,8,11,13,19,26,38,48,64,99,151,217,365,600,1460,1035,2198,1853,3302,2999,5212
USA,1999,2,short,4,14,53,1,1,1,6,11,18,19,22,26,34,60,105,180,332,553,956,1803,4590,3325,6791,5894,9658,9261,12162
USA,1999,2,short,4,15,5468,38,12,12,9,10,11,12,11,12,16,17,22,23,28,23,34,48,80,71,95,83,132,134,122
USA,1999,2,short,4,16,301,139,67,73,284,269,241,259,303,314,289,262,267,275,351,476,743,1255,2770,2124,3894,3485,5202,5026,6309
USA,2000,2,short,4,0,6497,288,141,160,393,467,531,735,1136,1729,2508,3775,6046,9677,15149,23446,37633,65159,153151,112555,223774,192208,324994,304623,453917
USA,2000,2,short,4,1,136,15,5,5,7,15,40,72,93,116,129,128,157,225,329,502,784,1281,2755,2191,3736,3279,5200,4943,6829
USA,2000,2,short,4,2,38,29,26,25,33,46,77,147,295,556,967,1613,2634,4042,5789,7844,10004,12791,16150,15208,17789,17435,18926,19001,18449
USA,2000,2,short,4,3,16,6,1,2,3,5,6,10,13,17,20,26,34,45,63,81,142,261,616,441,919,741,1491,1376,2219
USA,2000,2,short,4,4,64,10,4,6,10,15,21,28,45,72,109,195,325,521,821,1218,1837,2834,5516,4363,7522,6588,10519,9847,14771
USA,2000,2,short,4,5,3,1,0,1,3,5,7,13,19,33,36,31,40,46,77,184,508,1519,6414,3821,10923,8712,18015,16640,26716
USA,2000,2,short,4,6,92,21,12,12,14,14,16,22,30,45,66,103,148,219,350,695,1561,3487,9263,6777,13587,12029,18583,18186,21094
USA,2000,2,short,4,7,128,11,4,7,17,27,42,70,131,236,384,674,1221,2168,3700,6191,11251,21804,62258,42625,96413,80324,148003,136881,218392
USA,2000,2,short,4,8,27,4,1,3,3,7,11,20,41,78,122,173,268,461,816,1518,3112,6583,17277,12761,25134,22256,34363,32978,43129
USA,2000,2,short,4,9,13,1,0,1,1,4,6,8,11,17,28,38,61,121,229,410,724,1373,3834,2548,6073,4894,9852,9008,15197
USA,2000,2,short,4,10,79,9,2,2,3,7,7,10,18,23,33,44,71,126,215,430,890,2108,7302,4536,12114,9676,19934,17757,33708
USA,2000,2,short,4,11,75,9,4,6,6,9,12,17,26,50,85,166,359,710,1358,2283,3481,5277,8385,7258,10346,9494,13079,12600,16109
USA,2000,2,short,4,12,108,4,2,3,3,8,10,26,60,106,150,191,269,384,552,830,1248,2103,4523,3559,6200,5526,8363,7973,10830
USA,2000,2,short,4,13,3,1,0,2,3,9,13,13,19,26,36,46,61,97,150,217,365,625,1495,1034,2298,1934,3466,3130,5592
USA,2000,2,short,4,14,40,2,1,1,4,13,15,20,23,26,35,60,105,194,339,557,992,1869,4565,3335,6705,5790,9639,9102,13039
USA,2000,2,short,4,15,5360,37,11,11,9,10,10,11,11,12,13,15,24,25,25,23,33,50,67,57,83,71,122,123,122
USA,2000,2,short,4,16,314,128,66,72,273,273,238,247,301,317,297,271,269,293,334,463,700,1193,2730,2040,3930,3460,5438,5077,7720
USA,2001,2,short,4,0,6228,295,139,153,382,466,559,752,1183,1772,2582,3798,6049,9487,14799,23093,37104,64219,152893,112664,222643,190598,325586,305655,452604
USA,2001,2,short,4,1,146,15,5,5,9,18,36,62,93,118,133,135,164,245,359,525,802,1269,2669,2124,3615,3261,4752,4594,5761
USA,2001,2,short,4,2,32,31,28,26,32,45,81,150,300,560,971,1589,2615,3937,5620,7748,9901,12557,15928,15098,17369,17116,18181,18516,16047
USA,2001,2,short,4,3,25,4,2,2,4,5,5,10,11,21,23,25,34,44,62,88,149,239,631,435,973,788,1567,1390,2690
USA,2001,2,short,4,4,68,13,5,5,10,16,22,29,47,67,116,200,327,518,803,1208,1816,2861,5636,4459,7676,6679,10877,10341,14295
USA,2001,2,short,4,5,1,1,1,1,3,3,8,12,22,34,39,33,40,49,87,195,591,1636,7041,4216,11939,9504,19759,18534,27562
USA,2001,2,short,4,6,83,20,12,11,13,16,17,24,27,46,71,98,156,227,355,720,1597,3638,9919,7230,14583,12713,20592,20111,23663
USA,2001,2,short,4,7,127,15,6,8,13,25,44,75,133,241,395,688,1207,2068,3534,5966,10746,21315,61224,41895,94738,78609,146554,134988,220263
USA,2001,2,short,4,8,24,4,2,2,3,7,10,20,38,74,113,166,258,429,750,1463,3019,6330,16717,12385,24226,21390,33334,32158,40829
USA,2001,2,short,4,9,8,0,0,1,1,3,6,8,11,18,24,37,68,121,227,383,736,1319,3807,2571,5951,4828,9557,8681,15141
USA,2001,2,short,4,10,85,10,3,2,3,5,7,9,17,23,31,42,66,114,195,400,815,1922,6887,4388,11221,8917,18623,16647,31219
USA,2001,2,short,4,11,71,8,3,5,6,9,13,18,29,47,82,165,365,729,1369,2276,3517,5262,8779,7618,10792,9799,13981,13429,17499
USA,2001,2,short,4,12,103,5,2,3,3,7,12,25,62,107,168,197,263,390,574,828,1258,2086,4528,3530,6257,5566,8478,8147,10588
USA,2001,2,short,4,13,2,0,1,1,6,10,12,14,20,26,33,44,63,99,146,220,357,634,1520,1094,2257,1906,3385,3129,5017
USA,2001,2,short,4,14,38,2,1,1,5,13,17,20,24,28,41,64,116,197,351,589,1029,1862,4730,3466,6922,5982,9941,9300,14023
USA,2001,2,short,4,15,5084,43,9,9,10,12,12,11,12,13,14,18,21,26,21,24,31,42,76,61,100,87,141,135,181
USA,2001,2,short,4,16,332,124,59,69,260,272,258,264,338,348,328,298,285,295,347,460,738,1247,2801,2095,4025,3454,5861,5553,7828
USA,2002,2,short,4,0,6349,272,136,158,397,471,540,743,1167,1806,2633,3791,5862,9309,14483,22873,36732,63988,153502,112279,224603,192412,328247,307942,459278
USA,2002,2,short,4,1,159,11,5,7,9,14,36,61,92,122,144,145,175,237,368,551,860,1374,2812,2251,3780,3340,5194,5015,6347
USA,2002,2,short,4,2,38,30,28,25,33,45,68,149,287,547,947,1562,2503,3901,5557,7691,9867,12527,15993,15134,17473,17110,18643,18730,18082
USA,2002,2,short,4,3,16,5,3,2,3,5,6,9,13,19,24,26,30,42,64,88,133,255,621,434,945,782,1468,1343,2275
USA,2002,2,short,4,4,61,11,3,5,9,16,24,30,49,73,120,201,323,510,818,1214,1831,2863,5538,4398,7504,6605,10399,9862,13865
USA,2002,2,short,4,5,3,1,1,1,2,5,7,14,25,38,41,34,40,52,84,219,614,1773,7776,4636,13192,10594,21555,20086,31036
USA,2002,2,short,4,6,83,19,10,12,12,16,17,19,26,46,72,101,150,229,377,733,1677,3853,10801,7868,15859,13685,22859,22387,25909
USA,2002,2,short,4,7,127,11,5,6,14,22,42,70,137,243,410,672,1164,1999,3392,5790,10397,20580,60121,40749,93533,77723,144437,133189,217020
USA,2002,2,short,4,8,27,3,2,3,2,5,9,20,38,75,115,166,249,419,723,1466,2913,6217,16512,12038,24228,21340,33528,32249,41777
USA,2002,2,short,4,9,12,0,0,1,2,2,5,9,13,16,26,39,67,118,214,382,690,1295,3632,2421,5720,4632,9223,8231,15624
USA,2002,2,short,4,10,63,9,3,3,4,4,8,9,16,23,36,44,70,121,203,411,877,2006,7186,4480,11854,9373,19839,17672,33829
USA,2002,2,short,4,11,70,7,4,7,5,10,11,17,28,47,87,161,346,699,1302,2232,3474,5319,8756,7533,10867,9863,14102,13570,17536
USA,2002,2,short,4,12,94,6,1,4,4,8,13,24,57,115,162,197,268,370,546,824,1255,2082,4483,3463,6242,5634,8198,7922,9976
USA,2002,2,short,4,13,1,1,1,2,4,10,12,13,19,26,35,45,68,102,142,222,367,599,1571,1120,2350,1957,3615,3235,6068
USA,2002,2,short,4,14,38,1,1,1,5,11,18,20,24,27,42,63,116,192,331,568,1022,1911,4753,3523,6874,6079,9434,8973,12409
USA,2002,2,short,4,15,5240,38,11,11,11,12,9,11,13,13,14,19,23,22,23,23,29,51,71,64,84,78,103,115,30
USA,2002,2,short,4,16,316,118,58,70,278,285,254,269,329,377,360,316,269,298,340,460,727,1281,2875,2166,4098,3617,5649,5363,7494
USA,2003,2,short,4,0,6236,280,131,148,386,497,559,735,1156,1793,2639,3797,5793,9249,14171,22407,36238,62478,152706,111232,224000,190787,331186,310202,467528
USA,2003,2,short,4,1,138,12,6,5,8,16,31,52,93,119,143,159,182,251,347,555,898,1394,2886,2313,3871,3445,5248,5101,6203
USA,2003,2,short,4,2,38,26,26,28,27,46,75,136,281,525,924,1519,2462,3863,5456,7536,9840,12421,16025,15164,17505,17266,18276,18388,17548
USA,2003,2,short,4,3,24,5,2,3,3,6,7,9,12,16,19,26,32,40,56,84,128,229,635,422,1001,825,1571,1470,2227
USA,2003,2,short,4,4,58,11,3,5,10,16,25,30,51,71,123,203,330,514,785,1180,1763,2753,5454,4315,7410,6446,10521,9981,14026
USA,2003,2,short,4,5,1,1,1,1,3,5,8,13,24,36,43,41,41,62,94,234,678,1895,8278,4991,13930,10988,23422,21370,36751
USA,2003,2,short,4,6,95,19,12,12,13,18,20,22,31,42,70,100,151,238,393,783,1757,3942,11568,8233,17302,15005,24712,24147,28383
USA,2003,2,short,4,7,103,13,5,6,15,29,46,75,134,258,416,654,1116,1943,3213,5548,9996,19752,58951,39628,92169,76188,143741,132245,218429
USA,2003,2,short,4,8,24,3,1,2,4,7,10,18,34,73,110,165,248,391,694,1345,2760,5815,15840,11558,23201,20202,32880,31428,42319
USA,2003,2,short,4,9,13,0,0,1,2,3,5,8,12,19,30,38,57,112,195,374,650,1235,3528,2373,5515,4432,9008,8167,14477
USA,2003,2,short,4,10,82,12,4,4,3,8,7,9,16,24,37,50,70,128,207,394,852,1922,6981,4321,11554,9081,19537,17397,33440
USA,2003,2,short,4,11,66,7,2,5,7,8,10,16,27,50,87,160,331,716,1320,2239,3545,5288,8870,7643,10980,10034,14033,13719,16073
USA,2003,2,short,4,12,102,7,2,2,4,7,14,23,57,111,161,208,269,368,564,820,1248,2008,4398,3386,6138,5450,8359,8038,10442
USA,2003,2,short,4,13,3,1,1,1,5,10,13,18,18,25,36,50,68,103,136,228,358,625,1505,1048,2290,1858,3684,3357,5809
USA,2003,2,short,4,14,45,2,1,1,5,14,20,23,26,32,44,65,112,207,350,595,1013,1888,4805,3560,6944,5978,10062,9646,12762
USA,2003,2,short,4,15,5138,42,10,10,9,10,9,12,11,13,14,18,23,23,22,21,32,46,75,60,101,88,142,127,241
USA,2003,2,short,4,16,308,120,55,63,267,296,259,270,329,380,379,339,300,289,339,472,721,1267,2905,2217,4089,3500,5990,5620,8398
USA,2004,2,short,4,0,6245,277,131,153,393,473,550,727,1093,1754,2628,3715,5581,8897,13690,21749,34775,60250,145447,105943,212894,182331,311920,292291,440822
USA,2004,2,short,4,1,113,14,4,4,7,14,32,54,85,118,139,172,180,251,353,550,858,1416,2807,2230,3792,3425,4978,4831,5941
USA,2004,2,short,4,2,39,29,26,24,32,41,69,136,261,512,903,1463,2378,3739,5396,7447,9602,12274,15673,14821,17126,16821,18114,18097,18230
USA,2004,2,short,4,3,19,4,3,2,4,5,8,8,10,16,19,24,27,41,54,83,130,226,594,396,933,766,1472,1345,2305
USA,2004,2,short,4,4,44,9,5,6,8,16,21,35,47,71,119,187,317,491,747,1154,1702,2676,5193,4106,7051,6265,9597,9102,12843
USA,2004,2,short,4,5,0,1,0,1,4,7,8,13,21,33,50,44,43,56,96,241,673,1924,8208,4969,13740,10888,22983,21373,33556
USA,2004,2,short,4,6,85,22,11,12,12,17,18,22,30,43,69,102,152,234,381,737,1767,3999,11819,8390,17674,15346,25217,24179,32030
USA,2004,2,short,4,7,103,13,5,7,13,23,42,69,130,240,409,650,1034,1802,2981,5235,9255,18496,55290,37074,86392,71477,134718,123939,205503
USA,2004,2,short,4,8,30,2,2,2,3,7,10,19,32,70,111,156,233,376,680,1286,2604,5446,14559,10663,21211,18695,29360,28074,37808
USA,2004,2,short,4,9,10,1,0,1,0,3,5,8,12,18,26,35,58,103,190,350,629,1165,3269,2202,5092,4087,8349,7588,13351
USA,2004,2,short,4,10,71,12,2,2,3,4,4,8,13,24,31,43,69,116,187,380,785,1742,6070,3764,10006,7984,16559,14722,28617
USA,2004,2,short,4,11,77,8,3,4,6,8,10,12,25,46,88,152,322,690,1241,2195,3428,5115,8525,7378,10485,9713,12983,12667,15057
USA,2004,2,short,4,12,124,5,2,3,5,8,10,20,51,103,163,204,259,376,530,808,1196,1957,4279,3275,5992,5296,8246,8023,9716
USA,2004,2,short,4,13,3,1,1,2,4,8,13,12,19,26,35,46,73,94,146,224,350,629,1433,1024,2130,1759,3332,3037,5268
USA,2004,2,short,4,14,42,1,1,1,6,17,23,27,26,30,45,73,116,195,341,579,1033,1862,4734,3427,6965,6016,10041,9542,13322
USA,2004,2,short,4,15,5139,37,11,9,11,9,10,10,8,12,13,18,20,21,23,20,27,48,65,53,85,74,120,102,239
USA,2004,2,short,4,16,347,119,55,73,277,284,265,274,323,393,410,347,301,312,342,458,735,1275,2929,2172,4221,3719,5851,5670,7035
USA,2005,2,short,4,0,6325,257,135,142,366,480,548,743,1094,1754,2653,3800,5503,8805,13487,21467,34629,59871,148370,107228,218560,186369,322760,302675,455833
USA,2005,2,short,4,1,164,12,4,5,8,13,28,53,77,107,136,176,184,241,360,566,888,1466,3015,2380,4098,3654,5534,5384,6528
USA,2005,2,short,4,2,36,25,26,24,30,41,66,131,257,519,926,1482,2315,3689,5206,7314,9567,12133,15810,14976,17233,16904,18297,18351,17940
USA,2005,2,short,4,3,20,4,1,1,3,5,6,8,12,16,20,27,29,42,59,89,135,209,590,420,879,696,1472,1317,2500
USA,2005,2,short,4,4,54,9,4,7,9,17,22,32,50,69,109,198,309,497,773,1148,1750,2704,5413,4300,7313,6495,9963,9332,14146
USA,2005,2,short,4,5,1,0,0,1,2,7,9,11,23,34,50,50,49,66,113,279,754,2222,9605,5774,16141,12811,26920,25066,39203
USA,2005,2,short,4,6,76,17,11,12,13,16,18,20,30,46,76,111,158,247,383,786,1804,4207,12786,8943,19344,16541,28415,27480,34616
USA,2005,2,short,4,7,87,9,6,6,12,24,40,73,128,235,406,645,1010,1778,2902,5002,9014,17892,55038,36394,86845,71637,136071,125491,206171
USA,2005,2,short,4,8,28,3,3,1,4,6,9,17,34,69,115,163,218,359,640,1206,2394,5066,13619,9897,19970,17575,27723,26305,37115
USA,2005,2,short,4,9,10,0,0,0,1,3,6,7,11,19,24,36,55,100,179,317,605,1134,3273,2212,5083,4150,8105,7469,12323
USA,2005,2,short,4,10,76,9,3,3,2,4,8,10,13,25,35,49,71,121,201,405,804,1786,6404,3978,10543,8292,17828,15942,30322
USA,2005,2,short,4,11,71,8,4,3,4,8,8,17,25,48,96,167,330,694,1277,2254,3569,5311,9222,7879,11512,10575,14548,14241,16588
USA,2005,2,short,4,12,82,6,2,2,4,7,13,23,48,102,156,206,263,359,533,791,1166,1915,4179,3206,5838,5191,7932,7717,9354
USA,2005,2,short,4,13,1,1,1,2,3,9,12,14,18,26,35,45,68,92,140,216,341,609,1442,1008,2182,1771,3510,3206,5529
USA,2005,2,short,4,14,42,1,1,1,7,19,25,27,29,30,44,64,113,185,348,601,1074,1901,4889,3588,7108,6175,10128,9539,14029
USA,2005,2,short,4,15,5216,38,13,10,8,10,11,10,10,13,14,18,21,23,17,20,22,37,70,60,87,84,98,95,118
USA,2005,2,short,4,16,363,113,55,63,254,292,268,292,330,395,410,363,310,311,355,473,740,1281,3015,2213,4382,3816,6214,5741,9352
USA,2006,2,short,4,0,6337,269,124,131,361,488,572,732,1084,1739,2633,3771,5476,8582,13016,20793,33640,57682,142523,102563,211964,180888,311993,292319,442754
USA,2006,2,short,4,1,171,12,4,4,7,15,28,45,75,103,136,167,190,248,360,579,910,1499,2960,2379,3970,3642,5025,4939,5603
USA,2006,2,short,4,2,36,28,23,22,28,40,71,135,256,495,904,1454,2277,3607,5155,7262,9557,11930,15659,14618,17468,17156,18472,18593,17665
USA,2006,2,short,4,3,23,3,1,2,3,4,6,8,11,15,20,26,30,41,55,84,115,205,476,339,715,571,1178,1085,1795
USA,2006,2,short,4,4,43,12,4,5,8,17,24,34,45,76,112,188,313,477,721,1066,1608,2492,4842,3903,6472,5744,8817,8222,12771
USA,2006,2,short,4,5,0,0,1,1,2,7,10,13,24,38,52,54,54,77,139,353,1022,2840,12237,7404,20634,16596,33632,31329,48940
USA,2006,2,short,4,6,86,16,9,11,15,18,20,23,29,49,70,108,160,242,383,775,1794,4164,12670,8804,19387,16862,27516,26527,34084
USA,2006,2,short,4,7,84,10,4,7,12,25,40,71,120,238,404,632,999,1685,2671,4687,8478,16642,51634,34004,82271,67396,130148,119404,201557
