country,year,sex,list,cause,cdr
USA,2014,3,short,8,424
USA,2014,3,short,9,96
USA,2014,3,short,10,177
USA,2014,3,short,11,643
USA,2014,3,short,12,321
USA,2014,3,short,13,57
USA,2014,3,short,14,214
USA,2014,3,short,15,76
USA,2014,3,short,16,645
USA,2015,3,short,0,8462
USA,2015,3,short,1,227
USA,2015,3,short,2,1927
USA,2015,3,short,3,34
USA,2015,3,short,4,374
USA,2015,3,short,5,432
USA,2015,3,short,6,601
USA,2015,3,short,7,2101
USA,2015,3,short,8,443
USA,2015,3,short,9,95
USA,2015,3,short,10,182
USA,2015,3,short,11,673
USA,2015,3,short,12,330
USA,2015,3,short,13,58
USA,2015,3,short,14,222
USA,2015,3,short,15,76
USA,2015,3,short,16,686
USA,2016,3,short,0,8500
USA,2016,3,short,1,219
USA,2016,3,short,2,1920
USA,2016,3,short,3,34
USA,2016,3,short,4,380
USA,2016,3,short,5,416
USA,2016,3,short,6,634
USA,2016,3,short,7,2095
USA,2016,3,short,8,446
USA,2016,3,short,9,94
USA,2016,3,short,10,163
USA,2016,3,short,11,670
USA,2016,3,short,12,332
USA,2016,3,short,13,59
USA,2016,3,short,14,224
USA,2016,3,short,15,75
USA,2016,3,short,16,740
USA,2017,3,short,0,8661
USA,2017,3,short,1,216
USA,2017,3,short,2,1911
USA,2017,3,short,3,34
USA,2017,3,short,4,398
USA,2017,3,short,5,423
USA,2017,3,short,6,674
USA,2017,3,short,7,2125
USA,2017,3,short,8,456
USA,2017,3,short,9,93
USA,2017,3,short,10,175
USA,2017,3,short,11,691
USA,2017,3,short,12,335
USA,2017,3,short,13,59
USA,2017,3,short,14,226
USA,2017,3,short,15,72
USA,2017,3,short,16,773
USA,2018,3,short,0,8692
USA,2018,3,short,1,210
USA,2018,3,short,2,1900
USA,2018,3,short,3,34
USA,2018,3,short,4,412
USA,2018,3,short,5,420
USA,2018,3,short,6,697
USA,2018,3,short,7,2139
USA,2018,3,short,8,458
USA,2018,3,short,9,92
USA,2018,3,short,10,185
USA,2018,3,short,11,689
USA,2018,3,short,12,340
USA,2018,3,short,13,59
USA,2018,3,short,14,227
USA,2018,3,short,15,70
USA,2018,3,short,16,761
