country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,1996,2,short,4,3,4787.73,48.8,45.74,21.73,20.11,26.61,51.09,65.11,113.03,151.78,151.23,199.01,168.49,181.67,199.37,278.21,415.93,533.23,599.61,1517.02,692.77,824.25,509.95,314.3,251.66,62.64
USA,1996,2,short,4,4,47583.4,125.13,78.16,44.92,73.57,83.55,115.23,183.15,296.09,428.05,676.11,961.93,1401.05,1943.62,2896.77,4426.16,5994.8,7099.88,7363.41,13391.85,6723.96,6667.89,4391.02,2276.87,1767.69,509.19
USA,1996,2,short,4,5,18544,1.5,6.34,5.6,7.26,18.85,43.31,85.73,162.67,293.73,298.96,281.93,235.96,241.81,251.03,386.42,668.92,1345.63,3015.79,11192.57,4458.73,6733.84,4124.14,2609.69,2068.94,540.76
USA,1996,2,short,4,6,39374.35,198.69,181.48,101.51,108.5,118.76,126,143.63,193.66,292.56,421.83,593.01,642.48,740.64,1082.39,1761.37,2938.64,5115.27,7430.34,17183.6,8377.97,8805.63,6012.46,2793.18,2299.96,493.21
USA,1996,2,short,4,7,379573.98,239.31,111.66,69.27,75.12,147.45,203.98,393.51,761.77,1403.36,2379.23,3925.8,5629.19,8113.28,13301.05,21673.48,35328.36,50098.13,68059.94,167660.1,75539.5,92120.6,58457.49,33663.11,26408.49,7254.62
USA,1996,2,short,4,8,102706.28,36.3,22.65,15.4,19.31,28.29,40.81,110.67,247.17,495.75,757.55,1180.25,1414.79,1733.33,2667.82,4669.88,8215.84,13402.07,19881.3,47767.1,22477.72,25289.38,16920.51,8368.87,6798.54,1570.33
USA,1996,2,short,4,9,24450.35,12.88,5.92,3.22,4.23,8.75,23.38,43.9,66.17,107.68,178.9,232.8,285.66,384.85,731.35,1319.3,2292.4,3259.89,4261.47,11227.61,4745.55,6482.06,3927.86,2554.2,1955.49,598.71
USA,1996,2,short,4,10,32792.24,177.91,80.52,30.24,28.02,34.95,42.25,67.03,120.12,166.91,233.4,272.33,300.13,390.31,621.62,1010.68,1960.37,3186.88,5935.55,18133.03,7439.31,10693.72,6498.92,4194.8,3213.94,980.86
USA,1996,2,short,4,11,71444.22,107.39,73.12,39.6,74.24,78.63,98.53,147.47,183.34,287.74,490.79,758.32,1212.88,2104.1,3779.73,6764.45,10594.46,13076.03,12710.58,18862.82,10388.3,8474.52,5823.73,2650.8,2170.14,480.65
USA,1996,2,short,4,12,38575.23,192.88,51.02,28.75,20.19,29.99,68.45,122.24,321.34,691.18,1009.48,1249.08,1350.05,1597.74,2068.16,2998.74,4223.29,5101.2,5776.67,11674.77,5827.47,5847.3,3953.03,1894.27,1551.94,342.33
USA,1996,2,short,4,13,10473.81,7.8,7.56,12.59,22.56,29.41,72.64,102.24,153,208.36,233.41,287.42,328.88,330.58,538.4,752.32,1071.43,1284.52,1548.63,3482.09,1635.12,1846.96,1187.02,659.94,511.96,147.98
USA,1996,2,short,4,14,26318.92,68.86,13.61,8.93,9.59,33.26,82.69,123.04,157.28,209.01,224.34,302.22,392.52,495.99,848.26,1513.05,2456.65,3545.87,4828.97,11004.79,5127.34,5877.45,3890.15,1987.3,1605.08,382.23
USA,1996,2,short,4,15,12823.46,10424.52,349.11,109.2,100.3,88.62,81.58,87.14,102.06,135.6,135.11,133.17,117.31,144.37,91.52,123.77,146.57,134.79,120.98,197.71,114.71,83,53.88,29.11,23.5,5.61
USA,1996,2,short,4,16,45859.27,560.72,1144.76,735.09,847.47,2834.3,2437.68,2633.07,3012.05,3448.6,3065.29,2578.68,1935.89,1551.93,1551.75,1823.88,2350.21,2848.66,3478.84,7020.43,3381.11,3639.31,2418.04,1221.27,982.03,239.25
USA,1997,2,short,4,0,1160206,12260.16,2381.79,1600.65,1698.76,4009.05,4227.36,5515.83,8321.65,13098.53,18177.19,23646.47,30654.75,38948.71,54174.06,80989.93,119418.89,155996.31,185158.63,399927.29,189133.16,210794.13,138242.96,72551.17,57988.18,14562.99
USA,1997,2,short,4,1,25678.81,230.22,152.08,93.18,55.59,107.66,231.18,498.46,991.06,1309.77,1182.48,1088.83,947.05,1030.94,1031.57,1474.43,2193.69,2858.29,3353.62,6848.71,3348.03,3500.68,2354.18,1146.5,930.79,215.71
USA,1997,2,short,4,2,269965.01,81.29,255.37,294.41,243.19,337.76,398.05,804.12,1646.12,3573.38,6329.59,9654.19,13665.85,17325.23,22726.98,31233.25,40008.97,41573.65,36340.17,43473.43,26014.41,17459.01,13080.94,4378.08,3754.38,623.7
USA,1997,2,short,4,3,4946.76,51.54,41.68,33.15,21.94,34.97,36.36,65.8,84.89,131.48,162.07,181.83,193.33,184.98,210.47,286.5,409.28,537.28,691.4,1587.81,716.88,870.93,571.3,299.63,242.32,57.31
USA,1997,2,short,4,4,48960.67,142.14,64.83,60.04,53.27,89.37,136.08,209.61,315.11,447.9,653.13,1054.25,1433.5,2072.57,2916.58,4173.39,5891.26,7217.39,7797.12,14233.14,7046.73,7186.41,4752.28,2434.14,1943.83,490.3
USA,1997,2,short,4,5,19707.56,3,6.06,6.68,9.17,14.45,26.47,70.87,161.56,250.49,317.36,291.08,235.23,223.74,252.67,365.41,709.06,1426.72,3163.85,12173.71,4730,7443.7,4544.24,2899.47,2302.29,597.18
USA,1997,2,short,4,6,42620.56,230.15,178.82,115.23,106.29,127.74,146.27,162.12,208.89,320.38,420.18,567.51,717.21,799.73,1072,1741.16,3097.08,5501.78,7919.86,19188.13,9208.97,9979.17,6747.67,3231.49,2683.41,548.09
USA,1997,2,short,4,7,376955.32,223.79,93,54.42,74.06,154.82,268,424.18,746.49,1410.6,2340.39,3782.73,5694.6,8225.12,12774,20915.45,34018.76,49910.29,66400.31,169444.31,75360.01,94084.3,60115.13,33969.17,26782.11,7187.06
USA,1997,2,short,4,8,102745.45,37.24,19.63,8.34,22.02,31.2,52.5,98.17,236.45,461.77,876.29,1084.11,1420.12,1738.89,2665.63,4494.3,8257.95,13532.22,19559.11,48149.48,22555.66,25593.82,17093.05,8500.77,6951.43,1549.34
USA,1997,2,short,4,9,24263.76,17.39,5.84,4.48,3.95,8.21,29.48,45.51,56.84,89.32,164.3,216.21,283.12,427.46,734.34,1330.76,2228.87,3327.84,4275.56,11014.27,4700.76,6313.51,3786.41,2527.09,1904.55,622.54
USA,1997,2,short,4,10,33710.28,147.72,91.05,33.04,30.04,30.32,46.44,64.9,95.79,168.87,239.51,267.22,337.31,429.2,640.09,1007.01,1905.19,3333.44,6061.12,18782.03,7767.13,11014.91,6756.48,4258.42,3283.56,974.86
USA,1997,2,short,4,11,74010.47,106.93,53.55,41.7,58.38,54.4,87.82,133.02,183.3,299.46,528.59,756.42,1280.19,2116.02,3974.43,6829.88,10444.07,13388.04,13556.66,20117.59,10912.78,9204.81,6373.54,2831.27,2257.51,573.75
USA,1997,2,short,4,12,39687.64,182.97,48.46,20.2,19.81,43.78,64.48,107.84,291.51,683.49,1134.7,1297.19,1439.3,1595.83,2117.26,3034.02,4238.27,5277.46,5814.43,12276.66,6048.51,6228.15,4244.5,1983.64,1658.75,324.9
USA,1997,2,short,4,13,10927.01,12.31,6.39,8.58,18.44,36.67,88.94,114.09,175.18,216.37,248.14,316.3,357.95,363.71,518.48,720.04,1040.54,1384.69,1640.21,3659.98,1697.55,1962.43,1241.92,720.51,571.21,149.29
USA,1997,2,short,4,14,27294.1,63.18,13.6,2.86,12.35,32.94,80.41,131.53,183.35,203.33,223.11,307.84,424.36,575.07,963.88,1508.19,2529.9,3577.24,4952.94,11508.02,5358.55,6149.47,4091.95,2057.52,1659.39,398.13
USA,1997,2,short,4,15,12679.02,10233.87,309.78,122.95,123.53,99.74,95.47,99.53,101.27,121.03,141.53,125.68,131.84,124.35,91.39,124.17,120.83,161.69,132.84,217.51,121.08,96.44,63.11,33.33,30.34,2.98
USA,1997,2,short,4,16,46053.59,496.42,1041.67,701.36,846.74,2805,2439.41,2486.08,2843.85,3410.88,3215.82,2655.07,2093.79,1715.85,1484.27,1751.95,2325.17,2988.29,3499.44,7252.51,3546.11,3706.4,2426.25,1280.15,1032.32,247.84
USA,1998,2,short,4,0,1179995,12588.58,2333.01,1492.62,1613.77,3876.53,4036.9,5263.68,8043.93,13206.75,18529.74,23706.91,31052.12,39752.87,53843.16,79591.27,120057.67,158044.53,189423.15,413537.79,194807.41,218730.38,142896.25,75834.13,60935.17,14898.96
USA,1998,2,short,4,1,26173.75,251.58,130.52,58.96,63.58,80.58,210.36,471.84,850.91,1161.56,1160.74,1046.63,974.14,1116.85,1110.14,1607.93,2281.58,2999.35,3409.38,7187.13,3465.07,3722.06,2443.56,1278.5,1044.92,233.58
USA,1998,2,short,4,2,271457.19,68.98,222.9,240.27,251.38,317.77,414.47,734.64,1659.96,3526.37,6271.15,9537.79,13754.22,17558.23,22698.36,30398.3,40139.87,42134.82,37008.9,44518.82,26683.06,17835.76,13324.62,4511.15,3884.32,626.82
USA,1998,2,short,4,3,5136.89,61.48,44.06,22.39,24.73,29.17,43.29,59.6,101.21,151.92,177.96,183.02,178.97,200.85,226.37,294.3,413.87,582.06,686.95,1654.68,730.95,923.73,586.27,337.46,262.39,75.07
USA,1998,2,short,4,4,50495.49,124.09,82.05,51.91,43.86,99.68,146.32,198.04,311.53,495.58,690.49,1008.95,1494.94,2077.17,2860.89,4143.32,6028.81,7493.41,8071.43,15073,7450.51,7622.49,4998.12,2624.37,2084.17,540.2
USA,1998,2,short,4,5,22075.19,2.37,5.69,6.1,11.77,25,32.59,58.54,143.53,263.88,341.37,309.08,291.27,238.46,253.29,406.55,767.51,1576.18,3590.42,13751.59,5294,8457.59,5129.25,3328.33,2647.54,680.79
USA,1998,2,short,4,6,45005.56,223.14,178.31,114.67,99.57,126.94,111.32,164.44,208.92,293.15,458.46,616.2,710.7,855.68,1105.21,1729.26,3159.13,5622.31,8416.72,20811.43,9905.69,10905.74,7343.12,3562.62,2945.22,617.4
USA,1998,2,short,4,7,378474.44,244.94,104.07,56.16,75.26,141.88,241.43,409.43,754.64,1447.05,2516.26,3820.86,5663.64,8288.96,12663.35,20246.53,33601.06,49279.87,66453.57,172465.48,76484,95981.49,60909.08,35072.41,27818.39,7254.01
USA,1998,2,short,4,8,103167.78,37.9,29.59,16.66,14.58,19.19,50.21,121.98,210.41,471.99,772.48,1061.44,1495.69,1812.49,2569.76,4382.59,8004.61,13609.67,19950.96,48535.57,22887.5,25648.07,17219.06,8429.01,6970.93,1458.08
USA,1998,2,short,4,9,23838.16,22.96,4.27,2.27,6.34,7.93,22.84,37.03,62,105.76,152.98,226.26,273.72,431.47,696.83,1262.65,2153.87,3188.87,4172.71,11007.41,4654.45,6352.95,3877.7,2475.26,1907.56,567.7
USA,1998,2,short,4,10,36572.69,172.34,74.85,37.38,20.33,36.14,53.83,60.91,108.43,170.54,259.9,272.37,338.96,426.78,652.69,1071.24,2012.5,3547.43,6524.73,20731.35,8457.88,12273.47,7492.51,4780.96,3718.91,1062.05
USA,1998,2,short,4,11,77910.57,112.67,53.17,53.72,54.66,68.72,85.03,120.6,152.07,299.42,523.4,760,1311.58,2153.69,3901.98,6879.18,10996.16,14126.88,14432.61,21825.02,11660.51,10164.51,7021.73,3142.78,2560.64,582.14
USA,1998,2,short,4,12,39957.71,207.36,47.18,14.09,26.69,30.4,64.05,113.08,294.47,671.85,1097.94,1339.82,1506.98,1706.71,2026.63,2956.13,4149.38,5338.54,6094.56,12271.86,5957.34,6314.52,4271.34,2043.17,1706.04,337.13
USA,1998,2,short,4,13,11178.03,12.57,10.92,5.19,15.88,40.58,76.34,103.79,140.68,196.87,286.8,342.39,365.38,417.04,510.25,763.12,1107.6,1381.42,1625.29,3775.9,1697.6,2078.3,1329.05,749.25,574.33,174.92
USA,1998,2,short,4,14,28545.17,80.93,8.2,6.34,5.63,27.97,76.6,124.88,154.54,203.14,207.75,296.37,424.05,597.37,938.44,1543.56,2707.78,3911.67,5180.61,12049.34,5647.58,6401.75,4218.99,2182.76,1746.6,436.16
USA,1998,2,short,4,15,12889.85,10465.88,324.27,109.21,90.47,107.33,100.53,97.46,111.28,138.45,145.62,123.54,128.31,122.47,106.06,104.35,123.11,157.18,124.79,209.55,121.4,88.15,59.08,29.07,22.87,6.2
USA,1998,2,short,4,16,47116.53,499.39,1012.96,697.31,809.04,2717.24,2307.68,2387.42,2779.34,3609.23,3466.42,2762.19,2139.56,1748.65,1522.93,1802.28,2410.84,3094.88,3679.52,7669.65,3709.87,3959.79,2672.76,1287.03,1040.34,246.69
USA,1999,2,short,4,0,1215939,12294.92,2276.34,1510.91,1593.86,3999.73,4246.65,5164.08,7632.79,13128.21,19020.18,24821.82,32501.53,41445.76,54814.69,79169.05,118518.63,163501.37,194130.96,436167.53,204379,231788.53,151485.45,80303.08,65225.42,15077.66
USA,1999,2,short,4,1,28625.35,249.1,109.25,75.14,51.74,67.26,172.19,388.76,757.27,1099.01,1295.37,1259.32,1094.16,1098.37,1238.54,1818.57,2534.81,3427.71,3788.05,8100.74,4020.01,4080.73,2720.06,1360.66,1132.22,228.44
USA,1999,2,short,4,2,273116.84,61.87,231.18,269.36,249.71,329.19,433.46,719.22,1465.43,3447.86,6172.43,9538.52,14097.02,18096.63,22905.33,30119.32,39253.91,42984.62,37530.17,45211.62,27310.69,17900.92,13291.56,4609.36,3999.97,609.39
USA,1999,2,short,4,3,5304.33,37.12,33.47,28.57,19.37,37.71,53.41,53.66,103.94,125.26,190.84,198.99,188.94,206.65,231.48,279.68,440.64,591.61,706.42,1776.58,767.23,1009.35,625.68,383.66,304,79.66
USA,1999,2,short,4,4,52591.76,123.75,70.09,50,57.08,111.09,163.32,213.59,280.93,481.54,772.56,1070.09,1602.48,2140.12,2990.13,4293.89,6095.7,7689.06,8388.52,15997.83,7968.28,8029.55,5389.89,2639.66,2163.73,475.93
USA,1999,2,short,4,5,25684.09,3.1,8.37,5.1,10.19,15.3,42.19,63,145.3,253.87,320.84,349.63,241.64,222.9,252.71,363.27,837.08,1965.04,3903.96,16680.58,6400.34,10280.24,6255.82,4024.42,3222.6,801.82
USA,1999,2,short,4,6,50260.5,209.34,168.41,119.38,113.13,116.18,134.56,156.84,198.61,321.37,470.47,686.31,841.65,893.13,1135.24,1785.73,3310.87,6217.93,9560.32,23821.04,11181.39,12639.65,8618.6,4021.05,3386.84,634.22
USA,1999,2,short,4,7,388087.83,262.97,84.73,51.02,71.35,170.21,249.61,397.28,744.04,1526.8,2644.33,3942.36,6000.82,8525.3,12715.5,19764.37,32394.3,50375.66,67390.58,180776.61,79279.18,101497.43,64334.19,37163.23,29723.19,7440.04
USA,1999,2,short,4,8,104162.11,39.19,25.11,9.18,22.42,31.59,57.52,104.22,186.26,481.54,816.44,1191.91,1411.5,1912.27,2467.76,4204.3,7757.61,13751.01,19861.52,49830.74,23298.85,26531.9,17886.39,8645.5,7274.63,1370.87
USA,1999,2,short,4,9,24108.64,14.44,2.09,1.02,4.08,10.19,26.71,33.03,59.7,111.94,202.11,250.81,313.25,443.59,655.23,1135.89,2033.28,3193.59,4214.48,11403.21,4887.22,6515.98,3974.25,2541.73,1993.38,548.35
USA,1999,2,short,4,10,36905.93,185.63,81.6,21.43,23.44,41.79,53.41,61.91,87.48,221.79,268.42,306.62,353.64,496.99,691.45,1003.07,2007.13,3809.37,6073.76,21116.99,8161.1,12955.89,7760.85,5195.04,3995.91,1199.13
USA,1999,2,short,4,11,82847.61,130.96,67.99,41.83,51.98,72.36,72.93,143.43,203.76,293.65,532.73,844.7,1435.76,2573.57,4074.04,7004.19,11347.24,14978.57,15630.07,23347.86,12954.25,10393.61,7291.25,3102.36,2584.02,518.34
USA,1999,2,short,4,12,40977.36,173.71,49.75,27.92,41.01,40.77,68.16,107.56,283.12,692.64,1107.03,1414.89,1582.37,1745.4,2221.63,2950.26,4183.76,5433.75,6117.47,12736.15,6284.73,6451.42,4369.79,2081.64,1718.22,363.41
USA,1999,2,short,4,13,12065.41,3.09,5.23,7.14,24.46,45.86,74.98,107.31,136.87,217.67,288.82,381.74,411.22,431.44,555.54,776.67,1081.49,1579.64,1775.62,4160.62,1873.66,2286.96,1468.38,818.58,641.66,176.92
USA,1999,2,short,4,14,30791.55,97.96,10.46,9.18,13.25,54.02,99.63,170.26,190.38,253.6,290.89,338.08,518.34,709.69,1009.44,1712.29,2754.64,4140.33,5335.16,13083.96,6018.9,7065.06,4671.02,2394.04,1981.22,412.82
USA,1999,2,short,4,15,12710.7,10144.71,287.76,118.37,119.26,89.7,92.45,107.32,127.6,130.41,132.68,159.4,144.5,149.2,128.82,146.89,115.7,147.92,141.1,226.89,128.24,98.65,65.94,32.71,28.57,4.14
USA,1999,2,short,4,16,47699.01,557.97,1040.85,676.28,721.39,2766.52,2452.13,2336.68,2662.11,3469.27,3514.22,2888.44,2264.23,1800.52,1541.85,1810.65,2370.46,3215.56,3713.76,7896.13,3844.92,4051.21,2761.78,1289.43,1075.26,214.17
USA,2000,2,short,4,0,1225773,12321.18,2156.31,1403.42,1609.49,3867.44,4372.1,5064.1,7501.35,12891.45,19616.36,25714.02,34234.27,42328.05,55200.9,77806.5,116000.59,164378.12,195859.67,443447.67,206943.77,236503.9,154850.54,81653.36,66092.4,15560.95
USA,2000,2,short,4,1,28467.04,258.05,113.11,47,54.02,66.98,138.14,384.52,734.83,1060.63,1319.83,1318.02,1161.64,1102.56,1281.25,1690.91,2482.39,3426.05,3851.37,7975.75,4027.67,3948.08,2641.55,1306.53,1072.43,234.11
USA,2000,2,short,4,2,276916.52,72.78,218.26,256.78,251.42,322.1,428.3,735.13,1497.44,3343.04,6306.47,9913.37,14623.35,18439.7,23057.83,29732.64,38810.01,43695.36,38449.52,46763.02,27961.78,18801.24,14046.16,4755.08,4122.61,632.47
USA,2000,2,short,4,3,5542.14,31.19,44.28,12.33,23.6,33.04,47.82,61.52,102.95,151.02,190.51,202.5,236.1,235.28,253.91,325.18,402.82,619.28,785.63,1783.17,811.67,971.5,596.8,374.7,298.64,76.06
USA,2000,2,short,4,4,53226.13,120.6,76.97,35.95,57.47,100.14,139.3,198.12,284.93,507.87,813.54,1119.89,1768.25,2275.04,2972.4,4219.31,6024.2,8022.48,8517.86,15971.81,8021.69,7950.11,5307.26,2642.86,2136.47,506.39
USA,2000,2,short,4,5,28747.73,6.24,6.33,4.11,10.26,26.84,47.82,70.91,137.26,211.01,375.87,369.21,278.66,277.69,260.97,395.65,911.38,2220.36,4566.53,18570.63,7026.06,11544.58,7018.49,4526.09,3610.21,915.87
USA,2000,2,short,4,6,55321.47,174.67,158.16,120.17,125.2,137.31,129.95,149.11,222.54,338.23,512.84,676.03,935.3,1035.03,1250.43,1798.08,3438.12,6817.26,10482.64,26820.42,12460.38,14360.03,9691.13,4668.9,3945.77,723.13
USA,2000,2,short,4,7,381663.61,242.25,79.08,44.17,67.73,166.21,254.7,398.33,712.34,1481.24,2672.4,3932.54,6111.6,8548.15,12364.67,19006.34,30629.91,49143.13,65541.06,180267.76,78370.06,101897.7,64712.51,37185.19,29698.39,7486.8
USA,2000,2,short,4,8,104314.76,51.99,29.52,13.35,30.79,29.94,66.53,102.19,203.82,465.46,879.45,1252.85,1572.69,1874.17,2628.83,4192.16,7510.67,13595.15,19789.14,50026.05,23461.87,26564.18,17930.58,8633.6,7155.05,1478.54
USA,2000,2,short,4,9,23895.07,23.91,5.27,4.11,6.16,12.39,37.42,57.35,76.95,130.33,193.6,282.27,344.53,430.17,692.22,1175.89,2029.21,3162.87,4127.82,11102.58,4684.04,6418.54,3943.14,2475.4,1954.42,520.97
USA,2000,2,short,4,10,37542.47,150.76,64.32,23.62,23.6,34.07,63.42,63.61,107.11,203.77,256.42,336.49,399.26,498.84,719.44,1105.45,2125.95,3886.99,6335.62,21143.74,8340.32,12803.42,7795.16,5008.26,3852.71,1155.55
USA,2000,2,short,4,11,84168.69,142.44,69.59,39.03,59.52,60.91,80.05,118.87,174.71,293.76,569.49,876.49,1506.83,2513.37,4048.54,6973.86,11294.19,15206.31,15860.98,24279.74,13344.75,10934.99,7648.93,3286.07,2733.81,552.25
USA,2000,2,short,4,12,41807.99,205.65,33.45,24.9,34.23,30.06,77.05,98.27,263.47,676.06,1208.32,1533.36,1734.45,1884.37,2192.92,2833.45,4107.77,5452.35,6320.44,13097.42,6544.27,6553.15,4452.05,2101.1,1729.83,371.27
USA,2000,2,short,4,13,12340.09,5.2,6.33,3.08,21.55,30.97,85.24,125.13,137.26,217.21,293.49,364.09,421.54,429.16,555.18,769.16,1073.52,1593.02,1878.85,4330.09,1901.31,2428.78,1557.97,870.81,679.09,191.72
USA,2000,2,short,4,14,31591.14,75.9,13.71,6.16,9.24,38.2,124.75,144.94,204.86,262.73,292.46,363.07,544.16,732.09,1108.35,1743.7,2756.31,4333.97,5618.4,13218.16,6131.5,7086.66,4664.78,2421.88,1974.88,447
USA,2000,2,short,4,15,12620.81,10165.04,277.33,107.86,107.76,91.89,91.48,92.8,114.39,129.29,133.87,132.96,136.8,168.63,141.06,128.86,114.8,144,149.26,192.72,105.12,87.6,56.84,30.76,26.59,4.17
USA,2000,2,short,4,16,47607.35,594.51,960.61,660.79,726.95,2686.39,2560.11,2263.32,2526.51,3419.79,3597.79,3040.87,2459.11,1883.79,1672.91,1715.85,2289.33,3059.55,3584.55,7904.62,3751.28,4153.34,2787.18,1366.15,1101.49,264.66
USA,2001,2,short,4,0,1233004,12094.64,2210.91,1366.96,1562.12,3790.81,4502.15,5207.23,7724.36,13172.57,20347.13,27122.07,36104.59,43725.45,55462.27,76125.98,113261.86,162372.91,198829.8,448020.19,209379.6,238640.59,155794.76,82845.82,67225.66,15620.16
USA,2001,2,short,4,1,29095.58,282.97,113.34,47.99,51.43,93.78,170.85,336.88,638.91,1035.81,1354.37,1393.84,1281.53,1183.88,1429.89,1844.33,2575.81,3509.93,3928.1,7821.93,3946.95,3874.98,2665.85,1209.13,1010.3,198.83
USA,2001,2,short,4,2,276664.01,62.78,230.51,273.01,270.16,321.54,434.74,751.25,1543.79,3336.9,6432.36,10203.11,15099.52,18899.37,23015.08,28907.94,37999.05,43328.71,38879.29,46674.89,28058.34,18616.55,13990.35,4626.2,4072.38,553.82
USA,2001,2,short,4,3,5681.38,49.18,27.37,20.53,18.56,36.07,45.87,47.86,101.81,122.59,238.39,238.85,234.63,248.48,255.86,320.2,432.89,650.8,741.06,1850.38,807.58,1042.8,644.19,398.61,305.79,92.83
USA,2001,2,short,4,4,54266.47,131.84,95.78,50.29,53.62,96.87,156.38,209.14,295.04,524.64,766.76,1216.82,1903.43,2361.53,3029.98,4128.4,5925.6,7947.62,8858.49,16514.24,8287.09,8227.15,5459.36,2767.8,2274.47,493.33
USA,2001,2,short,4,5,31926.01,2.09,5.26,5.13,11.34,27.83,33.36,72.85,126.78,250.45,393.33,413.3,318.06,290,286.16,446.13,958.45,2588.14,5065.48,20631.84,7835.3,12796.55,7768.89,5027.65,4076.45,951.2
USA,2001,2,short,4,6,58863.39,161.13,151.57,122.14,115.49,126.76,150.12,155.04,244.14,297.12,533.53,744.24,930.38,1129.25,1326.63,1826.56,3530.59,6989.55,11262.16,29066.98,13435.81,15631.17,10391.37,5239.8,4423.14,816.65
USA,2001,2,short,4,7,377663.9,246.94,110.52,56.45,82.49,130.89,241.88,407.9,774,1478.39,2767.91,4146.84,6537.4,8727.39,12093.34,18177.92,29259.98,47026.18,65993.33,179404.16,77858.5,101545.66,64254.69,37290.97,29689.32,7601.65
USA,2001,2,short,4,8,101746.39,47.08,30.52,17.45,21.65,32.98,63.59,97.81,203.62,420.75,846.23,1181.97,1578.4,1861.55,2508.2,3860.55,7176.96,13213.45,19599.38,48984.24,23017.66,25966.58,17484.57,8482.01,7072.94,1409.06
USA,2001,2,short,4,9,23837.1,15.69,2.11,2.05,6.19,11.34,32.32,54.11,77.92,121.55,202.27,253.21,354.48,491.9,705.12,1167.03,1876.54,3222.77,4084.42,11156.11,4777.78,6378.32,3946.42,2431.9,1909.37,522.53
USA,2001,2,short,4,10,35512.98,165.32,76.84,25.66,24.75,34.01,46.92,64.51,93.5,183.89,265.23,326,401.21,479.79,664.84,1002.93,1962.17,3564.39,5949.86,20181.18,8153.9,12027.27,7288.5,4738.78,3661.35,1077.43
USA,2001,2,short,4,11,86554.89,137.07,63.15,31.82,53.62,59.77,91.74,118.62,185.96,328.3,540.77,864.21,1566.26,2640.37,4259.99,7041.57,11160.81,15392.86,16292.69,25725.29,14157.83,11567.46,8009.92,3557.54,2953.63,603.91
USA,2001,2,short,4,12,42755.08,199.39,38.23,23.85,32.09,32.98,65.8,115.75,259.72,689.78,1232.81,1764.57,1875.27,1898.84,2282.04,2951.66,4060.53,5505.57,6458.89,13267.31,6560.74,6706.58,4549.28,2157.3,1791.88,365.42
USA,2001,2,short,4,13,12583.6,3.14,1.05,10.26,14.44,58.74,98,108.21,147.52,223.36,303.4,351.62,418.47,457.56,576.18,753.18,1081.23,1562.52,1962.06,4452.66,2033.62,2419.05,1557.64,861.41,688.27,173.13
USA,2001,2,short,4,14,33074.41,73.25,15.79,6.16,9.28,47.41,126.15,154,206.74,263.88,318.89,429.54,606.39,840.4,1152.4,1805.47,2888.39,4504.36,5765.36,13860.57,6441.66,7418.91,4889.49,2529.41,2045.45,483.96
USA,2001,2,short,4,15,12429.59,9872.05,318.92,89.29,93.83,102.03,114.68,111.33,110.12,128.82,152.73,150.69,168.61,154.54,154.12,106.73,115.77,135,129.06,221.26,114.21,107.04,71.13,35.92,29.66,6.26
USA,2001,2,short,4,16,50349.22,644.73,929.95,584.87,703.17,2577.82,2629.75,2401.96,2714.77,3766.36,3998.14,3443.25,2830.54,2060.62,1722.46,1785.37,2257.08,3231.07,3860.18,8207.15,3892.62,4314.53,2823.12,1491.41,1221.27,270.15
USA,2002,2,short,4,0,1244123,12319.8,2053.59,1316.49,1636.48,3969.25,4663.9,5006.8,7616.47,12724.38,20830.62,28368.21,36302.59,45614.07,56370.57,75004.59,110971.93,160521.63,203642.41,455189.23,210755.94,244433.29,159776.8,84656.5,68763.5,15893
USA,2002,2,short,4,1,30885.5,309.22,85.88,43.68,68.26,92.73,141.48,335.5,621.43,1006.52,1405.2,1547.95,1385.8,1364.23,1432.44,1904.48,2673.58,3756.47,4372.05,8338.59,4225.32,4113.27,2773.71,1339.56,1119.94,219.63
USA,2002,2,short,4,2,277951.46,73.89,227.45,266.88,255.17,325.93,446.92,630.64,1522.79,3128.72,6313.01,10205.93,14955.97,19478.3,23620.67,28775.41,37312.59,43117.5,39869.01,47424.69,28408.53,19016.16,14208.06,4808.11,4182.39,625.72
USA,2002,2,short,4,3,5671.61,31.22,38.96,24.45,16.33,28.61,49.66,53.85,88.85,137.73,214.36,256.29,253.33,236.03,251.52,328.9,425.47,580.96,812.45,1842.65,814.7,1027.95,649.37,378.58,299.84,78.74
USA,2002,2,short,4,4,54918.33,118.64,83.19,33.62,56.14,91.95,161.39,220.56,311.99,536.52,836.94,1288.57,1923.31,2510.54,3089.64,4234.46,5888.14,7999.58,9110.38,16422.76,8256.15,8166.6,5484.61,2681.99,2202.21,479.78
USA,2002,2,short,4,5,35290.74,5.2,5.27,8.15,10.21,24.52,50.69,65.24,143.6,269.29,432.83,440.37,322.24,313.69,313.89,432.5,1064.17,2685.32,5643.84,23059.72,8702.92,14356.8,8797.53,5559.27,4485.27,1074
USA,2002,2,short,4,6,63401.65,161.31,142.16,97.79,120.44,121.58,160.35,161.54,197.32,288.82,527.19,774.97,964.7,1168.02,1386.36,1954.29,3555.62,7330.02,12261.41,32027.76,14768.69,17259.07,11363.52,5895.55,4998.98,896.57
