country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,2002,2,short,4,7,373087.58,245.62,82.14,52.97,63.28,136.92,219.34,388.34,720.1,1491.44,2804.29,4414.08,6439,9057.07,12104.47,17568.11,28089.87,45433.62,65497.59,178279.34,76488.28,101791.06,64540.09,37250.97,29741.13,7509.84
USA,2002,2,short,4,8,101397.27,52.04,24.22,17.32,27.56,19.41,50.7,85.96,206.64,419.39,861.64,1234.77,1585.98,1937.73,2537.41,3746.76,7112.39,12729.08,19784.48,48963.81,22596.58,26367.23,17720.29,8646.94,7201.28,1445.66
USA,2002,2,short,4,9,23303.95,23.94,3.16,2.04,6.12,15.33,23.79,48.67,88.85,144.92,188.72,282.73,371.89,521.48,713.3,1109.41,1854.75,3014.57,4120.74,10769.54,4544.52,6225.02,3846.44,2378.58,1837.91,540.67
USA,2002,2,short,4,10,37596.89,122.81,70.55,24.45,33.68,35.76,42.42,72.49,92.98,175.76,268.73,383.43,422.57,547.71,731.43,1051.1,1993.61,3834.27,6383.89,21309.25,8409.01,12900.24,7783.54,5116.7,3946.08,1170.61
USA,2002,2,short,4,11,86610.22,135.3,50.55,40.75,72.48,54.16,94.15,101.49,171.52,310.44,540.58,933.71,1537.31,2689.18,4232.64,6740.08,10828,15182.89,16928.8,25966.18,14139.23,11826.95,8189.98,3636.97,3030.15,606.82
USA,2002,2,short,4,12,42914.56,183.04,46.8,14.38,36.87,43.16,79.91,124.27,241.22,621.57,1328.23,1750.3,1891.39,2085.46,2237.77,2826.95,3999.27,5484.83,6625.66,13293.48,6500.57,6792.91,4678.64,2114.27,1769.05,345.22
USA,2002,2,short,4,13,12861.82,2.08,7.37,11.21,19.39,43.93,98.28,106.66,132.24,206.59,296.42,373.25,434.72,525.51,619.74,737.26,1076.24,1603.94,1907.15,4659.85,2102.45,2557.4,1624.96,932.44,722.47,209.97
USA,2002,2,short,4,14,33426.63,73.89,9.48,8.15,9.19,47,106.56,168.79,201.45,264.15,311.8,447.49,605.98,901.74,1160,1713.9,2754.97,4465.47,6083.33,14093.31,6612.61,7480.7,5047.63,2433.07,2003.69,429.39
USA,2002,2,short,4,15,12773.84,10168.98,287.47,106.96,111.25,109.32,115.87,86.98,116.74,138.76,149.75,153.57,179.36,182.57,132.8,118.69,111.65,127.87,163.3,211.96,120.28,91.67,65.04,26.63,25.58,1.05
USA,2002,2,short,4,16,52030.95,612.61,888.95,563.71,730.11,2778.93,2822.4,2355.83,2758.75,3583.76,4350.95,3880.79,3029.04,2094.83,1806.48,1762.32,2231.6,3175.22,4078.33,8526.35,4066.09,4460.26,3003.4,1456.86,1197.53,259.33
USA,2003,2,short,4,0,1246324,12125.97,2140.61,1258.46,1546.46,3890.39,5011.24,5208.98,7493.38,12317.2,20715.94,29038.43,37068.56,47154.03,58909.58,74504.67,107577.94,157836.33,202867.73,459658.1,211677.57,247980.53,161247.43,86733.1,70402.12,16330.98
USA,2003,2,short,4,1,31717.82,269.31,94.02,55.76,52.02,77.95,160.25,292.06,530.6,994.69,1373.96,1577.24,1556.02,1477.73,1595.84,1822.88,2664.05,3910.06,4526.73,8686.64,4400.78,4285.86,2911.46,1374.4,1157.73,216.67
USA,2003,2,short,4,2,278629.6,73.82,195.34,248.93,288.68,276.34,460.77,696.56,1389.09,2998.01,6064.14,10171.44,14832.72,20040.13,24605.67,28684.54,36179.65,42857.52,40329.64,48236.6,28857.95,19378.65,14592.41,4786.24,4173.27,612.97
USA,2003,2,short,4,3,5581.32,46.79,35.9,16.6,26.71,28.76,56.95,68.41,96.05,128.69,179.38,209.1,258.26,261.2,257.66,294.65,401.53,559.63,742.69,1912.37,803.79,1108.57,697.04,411.53,333.73,77.8
USA,2003,2,short,4,4,54557.59,112.3,85.53,33.19,52.39,96.57,158.42,237.38,304.68,538.48,818,1358.64,1983.1,2685.73,3272.12,4126.13,5663.82,7677.91,8937.63,16415.58,8212.16,8203.41,5448.21,2755.21,2265.28,489.93
USA,2003,2,short,4,5,38232.52,1.04,4.22,8.3,10.27,34.93,50.74,71.53,132.22,255.4,411.23,477.54,401.27,334.99,397.72,493.83,1121.2,2954.44,6152.75,24918.9,9498.14,15420.76,9286.95,6133.81,4850.07,1283.74
USA,2003,2,short,4,6,67690.77,185.08,143.6,113.06,120.2,132.52,177.06,182.43,223.08,327.39,483.81,774.17,975.33,1232.38,1517.77,2068.55,3760.72,7653.64,12798.23,34821.77,15667.84,19153.92,12682.13,6471.79,5480.37,991.42
USA,2003,2,short,4,7,367542.52,199.64,102.42,49.79,63.69,149.99,288.89,431.2,769.42,1427.97,2979.79,4580.83,6388.89,9083.7,12376.89,16890.68,26636.56,43539.38,64134.87,177447.91,75412.23,102035.68,64392.02,37643.66,30013.83,7629.83
USA,2003,2,short,4,8,97710.33,45.75,22.17,10.37,18.49,38.01,70.41,91.22,187.96,360.33,847.7,1213.78,1609.35,2015.99,2489.03,3650.41,6459.79,12019.07,18880.19,47680.3,21995.16,25685.14,17074.23,8610.91,7132.69,1478.22
USA,2003,2,short,4,9,22717.23,24.95,1.06,1.04,6.16,22.6,33.13,50.79,82.62,125.6,215.25,329.45,367.65,464.92,712.58,1022.71,1793.31,2831.36,4011.11,10620.92,4516.01,6104.91,3745.72,2359.19,1853.49,505.7
USA,2003,2,short,4,10,37282.75,160.13,95.03,41.49,43.15,33.9,78.7,61.16,90.89,175.02,276.76,405.96,487.17,566.79,818.29,1090.11,1892.99,3710.16,6240.36,21014.7,8223.39,12791.3,7674.82,5116.48,3948.4,1168.08
USA,2003,2,short,4,11,88311.87,128.93,54.91,22.82,50.34,68.83,82.84,95.36,159.05,284.15,578.12,960.84,1566.83,2696.74,4562.39,6941.82,10750.88,15438.27,17168.76,26700,14544.35,12155.65,8480.68,3674.97,3113.53,561.44
USA,2003,2,short,4,12,43109.97,197.56,52.75,23.07,26.05,42.24,66.52,126.71,238.82,610.34,1288.04,1774.45,2032.37,2190.21,2343.56,2966.93,3934.65,5435.7,6520.91,13239.1,6443.49,6795.62,4606.56,2189.06,1824.33,364.73
USA,2003,2,short,4,13,13000.24,5.2,8.45,5.19,14.38,55.47,96.3,125.42,184.87,189.43,293.16,394.73,492.22,555.68,658.24,712.98,1093.9,1557.1,2028.26,4529.26,1994.29,2534.97,1570.13,964.84,761.93,202.91
USA,2003,2,short,4,14,34436.43,87.34,11.61,6.22,13.36,48.28,139.78,185.54,238.57,279,365.93,489.59,635.03,913.7,1317.48,1838.26,2859.03,4413.63,6131.2,14462.87,6775.53,7687.34,5052.3,2635.05,2189.27,445.77
USA,2003,2,short,4,15,12561,9990.18,318.88,94.39,107.87,87.32,105.61,82.92,117.74,116.34,152.73,150.96,173.19,188.59,143.93,115.65,100.63,138.9,149.34,225.84,114.39,111.45,74.28,37.16,28.75,8.41
USA,2003,2,short,4,16,53242.05,597.95,914.7,528.26,652.68,2696.67,2984.87,2410.3,2747.75,3506.35,4387.94,4169.7,3309.17,2445.55,1840.43,1784.55,2265.23,3139.54,4115.06,8745.35,4218.07,4527.28,2958.49,1568.8,1275.45,293.34
USA,2004,2,short,4,0,1215947,12221.19,2137.6,1243.43,1592.43,4029.28,4807.7,5218.75,7294.09,11462.25,20230.19,29417.5,37124.64,47766.46,58904.95,73531.98,103249.59,150443.29,200130.13,445141.55,204480.42,240661.14,157499.72,83161.42,67629.29,15532.13
USA,2004,2,short,4,1,31716.88,220.8,104.41,38.45,42.94,71.21,141.64,307.47,542.44,889.98,1362.49,1557.14,1716.6,1539.91,1664.7,1898.51,2612.85,3713.05,4702.3,8590,4303.9,4286.1,2958.95,1327.15,1117.84,209.32
USA,2004,2,short,4,2,276637.25,75.63,221.25,248.41,247.07,327.12,419.48,655.43,1364.2,2739.77,5901.43,10102.67,14616.86,20350.36,24756.2,28985.24,35352.47,41538.4,40769.25,47966.02,28606.53,19359.49,14529.99,4829.51,4187.18,642.33
USA,2004,2,short,4,3,5432.23,36.26,31.31,25.45,20.5,36.69,50.38,75.35,77.1,108.65,186.59,213.33,243.63,231.87,273.81,292.72,395.42,563.23,750.96,1818.99,764.63,1054.36,661.88,392.48,311.26,81.21
USA,2004,2,short,4,4,53155.95,87.02,68.88,48.87,57.41,83.56,166.56,200.25,346.46,487.9,815.7,1327.77,1871.27,2713.01,3247.66,4012.73,5476.76,7361.7,8887.88,15894.55,7924.33,7970.21,5411.59,2558.62,2106.09,452.53
USA,2004,2,short,4,5,38756.09,0,5.22,1.02,10.25,36.69,68.88,78.44,130.56,224.47,383.37,554.65,435.7,369.99,372.47,513.01,1146.01,2910.87,6392.26,25122.24,9589.78,15532.45,9404.85,6127.6,4945.26,1182.34
USA,2004,2,short,4,6,69330.82,166.79,169.07,100.79,125.07,118.21,171.7,169.28,223.08,312.62,494.5,772.05,1016.98,1298.48,1547.25,2048.01,3497.39,7644.43,13283.13,36171.99,16192.95,19979.04,13255.99,6723.05,5594.49,1128.55
USA,2004,2,short,4,7,349415.13,200.98,97.06,50.9,75.86,130.44,233.39,402.55,692.89,1359.13,2767.2,4575.44,6496.2,8847.52,11931.21,16011.15,24851.34,40037.37,61438.4,169216.1,71556.31,97659.79,61742.42,35917.37,28676.59,7240.78
USA,2004,2,short,4,8,92607.76,58.01,18.79,16.29,21.53,28.53,68.89,99.09,192.24,338.25,807.52,1247.48,1560.86,1992.1,2487.52,3650.48,6107.47,11266.87,18089.08,44556.76,20579.69,23977.06,16149.33,7827.73,6495.58,1332.15
USA,2004,2,short,4,9,21614.6,18.65,5.22,1.02,6.15,4.08,28.79,44.38,81.21,123,205.96,286.47,345.73,499.03,680.51,1023,1663.17,2721.45,3870.88,10005.91,4249.52,5756.39,3530.38,2226,1755.6,470.41
USA,2004,2,short,4,10,33564.02,138.82,89.75,18.33,21.53,29.55,44.21,38.19,76.07,136.32,275.29,344.37,425.59,588.75,767.08,1003.89,1805.04,3397.53,5786.64,18577.06,7265.51,11311.55,6896.82,4414.73,3406.42,1008.31
USA,2004,2,short,4,11,86289.61,151.25,63.66,28.51,46.13,64.2,85.34,98.06,123.36,266.49,533.25,985.37,1521.42,2757.25,4567.26,6665.1,10422.75,14828.41,16990.5,26091.3,14239.35,11851.96,8390.64,3461.32,2930.79,530.53
USA,2004,2,short,4,12,42506.83,242.29,41.7,17.55,33.96,50.06,84.56,97.16,201.88,534.82,1183.62,1819.82,2043.27,2218.69,2487.08,2846.6,3834.94,5175.16,6499.06,13094.59,6321.4,6773.19,4574.63,2198.55,1856.23,342.33
USA,2004,2,short,4,13,12849.58,6.22,5.22,9.16,21.53,38.72,83.28,124.89,123.36,198.85,297.72,395.17,463,621.01,622.12,785.61,1063.5,1515.39,2090.38,4384.46,1976.9,2407.56,1519.28,888.28,702.65,185.63
USA,2004,2,short,4,14,34675.01,81.85,10.44,7.13,9.23,57.07,170.67,214.69,266.26,276.75,349.73,499.81,727.88,990.03,1289.59,1831.82,2748.94,4469.82,6184.72,14488.58,6614.76,7873.82,5196.67,2677.14,2207.76,469.39
USA,2004,2,short,4,15,12507.13,10057.11,285.95,105.88,90.22,115.15,96.64,95.99,101.77,82,137.64,148.31,174.89,174.41,141.94,124.73,96.59,118.89,160.49,198.5,102.29,96.22,64.15,32.06,23.63,8.44
USA,2004,2,short,4,16,54888.13,679.52,919.68,525.67,763.03,2837.99,2893.3,2517.53,2751.18,3383.26,4528.19,4587.65,3464.76,2574.05,2068.56,1839.38,2174.95,3180.72,4234.2,8964.5,4192.56,4771.94,3212.13,1559.82,1311.93,247.89
USA,2005,2,short,4,0,1240342,12425.92,1991.94,1281.45,1468.36,3817.89,4909.31,5327.22,7317.36,11410.88,20069.46,30106.78,38956.78,49492.51,60384.58,73826.66,101727.14,148778.25,202661.71,464387.78,211592.38,252795.4,164685.18,88110.22,71791.56,16318.66
USA,2005,2,short,4,1,33066.88,322.78,91.45,41.81,46.68,83.85,134.75,271.98,517.38,799.07,1229.54,1547.54,1807.86,1655.13,1655.03,1968.6,2681.13,3814.22,4961.72,9436.36,4696.47,4739.88,3229.26,1510.63,1276.92,233.7
USA,2005,2,short,4,2,278681.06,70.36,190.69,249.24,244.88,318.04,422.54,639.62,1288.7,2682.13,5942.37,10513.38,15187.03,20816.94,25299.42,28495.31,34659.98,41105.15,41071.16,49484.11,29551.58,19932.53,14937.5,4995.02,4352.77,642.25
USA,2005,2,short,4,3,5567.11,38.86,34.77,10.26,12.24,32.72,54.62,62.93,74.11,125.56,186.34,229.96,272.44,264.27,286.95,324.98,422.58,581.21,706.5,1845.83,828.58,1017.25,615.38,401.87,312.38,89.49
USA,2005,2,short,4,4,55145.02,106.06,71.64,40,68.35,96.12,174.15,213.55,318.06,522.83,792.44,1234.28,2031.66,2781.87,3405.16,4233.84,5440.19,7518.42,9153.16,16943.24,8484.29,8458.95,5739.17,2719.77,2213.35,506.43
USA,2005,2,short,4,5,45684.17,1.05,3.16,2.05,12.24,21.48,73.18,85.65,112.24,237.87,393.37,567.16,507.75,443.06,454.31,620.91,1323.16,3240.5,7521.21,30063.82,11394.48,18669.34,11320.45,7348.89,5945.42,1403.47
USA,2005,2,short,4,6,74965.95,149.12,134.85,100.51,121.4,132.93,166.94,177.44,193.51,309.79,531.36,856.77,1140.4,1420.19,1692.51,2098.82,3726.77,7752.21,14240.13,40020.29,17646.51,22373.78,14616.66,7757.12,6517.88,1239.24
USA,2005,2,short,4,7,349510.48,170.12,73.75,59.49,66.31,127.82,241.14,393.05,721.56,1334.89,2685.54,4604.5,6608.64,9085.23,12192.27,15885.46,23703.38,38729.67,60562.97,172264.67,71816.25,100448.43,63302.41,37146.02,29765.19,7380.84
USA,2005,2,short,4,8,88303.48,55.66,22.12,25.64,15.3,42.95,61.83,85.62,166.75,349.92,793.46,1307.54,1674.14,1961.84,2463.75,3501.37,5714.87,10286.46,17146.65,42627.59,19529.27,23098.32,15530.31,7568.01,6239.3,1328.71
USA,2005,2,short,4,9,21509.16,19.95,3.16,4.1,2.04,10.23,27.82,58.8,72.05,118.36,213.98,272.7,369.67,490.21,682.64,978.98,1504.18,2597.8,3837.28,10245.21,4365.72,5879.49,3666.84,2212.65,1771.5,441.15
USA,2005,2,short,4,10,35855.96,150.17,68.48,29.74,29.59,20.45,38.13,73.25,95.73,134.82,284.62,396.84,506.39,635.45,832.66,1100.72,1917.7,3452.99,6044.58,20043.64,7849.19,12194.45,7327.56,4866.89,3781.39,1085.5
USA,2005,2,short,4,11,91832.28,138.63,64.27,37.95,32.65,44.99,80.38,81.5,164.7,260.39,549.81,1086.77,1715.73,2966.54,4761.52,6989.88,10682.48,15334.45,17975.83,28863.81,15548.01,13315.8,9344.23,3971.57,3377.72,593.85
USA,2005,2,short,4,12,42327.27,160.29,44.46,22.81,21.67,46.01,69.29,123.13,224.76,495.66,1167.24,1772.72,2110.65,2367.44,2464.04,2919.3,3746.17,5010.79,6481.68,13079.15,6326.39,6752.76,4587.47,2165.29,1830.44,334.85
USA,2005,2,short,4,13,12834.53,1.05,10.54,6.15,22.44,34.77,87.59,113.48,137.93,185.25,292.81,401.93,464.87,608.22,632.3,768.69,1025.25,1465.61,2062.97,4512.67,1989.39,2523.28,1564.95,958.33,760.39,197.94
USA,2005,2,short,4,14,36054.4,82.96,9.48,7.18,14.28,68.51,192.7,240.37,263.5,302.58,341.96,496.56,651.22,1015.72,1267.62,1902.61,2847.37,4613.39,6434.16,15302.21,7080.37,8221.84,5456.95,2764.89,2262.67,502.22
USA,2005,2,short,4,15,12724.08,10246.62,295.02,120.06,101.08,87.94,100.99,105.28,95.81,107.04,146.46,160.8,182.42,189.69,160.17,93.57,92.59,94.69,124.14,219.71,118.51,101.19,74.38,26.82,22.61,4.21
USA,2005,2,short,4,16,56280.19,712.23,874.12,524.45,657.19,2649.1,2983.25,2601.56,2870.57,3444.72,4518.17,4657.3,3725.91,2790.7,2134.22,1943.62,2239.34,3180.69,4337.59,9435.48,4367.37,5068.11,3371.66,1696.45,1361.64,334.81
USA,2006,2,short,4,0,1224322,12551.43,2090.77,1184.31,1340.17,3821.72,4997.14,5717,7048.96,11369.45,19526.96,30252.31,39611.43,51682.24,60735.85,73164.02,98768.43,143486.47,196545.19,460428.13,210308.56,250119.56,162853.36,87266.21,71070.47,16195.73
USA,2006,2,short,4,1,33579.64,337.81,92.96,35.54,45.86,72.33,156.44,275.38,432.75,785.87,1153.21,1563.48,1750.97,1796.01,1752.81,2025.76,2752.18,3879.97,5107.85,9562.47,4877.8,4684.67,3279.02,1405.65,1200.7,204.95
USA,2006,2,short,4,2,279836.29,71.78,216.91,219.83,224.19,293.38,410.6,705.93,1302.42,2686.17,5556.3,10389.15,15271.67,21491.12,25526.26,28978.52,34492.68,40762.72,40649.85,50586.81,29974.31,20612.5,15445.77,5166.73,4520.56,646.17
USA,2006,2,short,4,3,5113.22,45.77,25.27,13.29,18.34,35.65,45.39,59.6,74.57,115.59,171.95,228.05,271.97,283.15,288.87,309.71,397.48,491.8,699.06,1537.71,694.48,843.23,513.76,329.47,263.79,65.68
USA,2006,2,short,4,4,52121.53,84.26,92.66,33.74,47.89,81.5,170.22,242.5,323.81,474.63,857.7,1289.25,1978.57,2958.42,3375.82,4055.42,5064.62,6860.06,8489.72,15640.73,8003.2,7637.53,5171.34,2466.18,1999.04,467.14
USA,2006,2,short,4,5,59270.61,0,1.05,10.22,7.13,22.41,74.28,100.7,128.71,254.7,424.27,593.95,572.24,513.89,546.53,780.31,1675.46,4357.71,9675.69,39531.35,15183.17,24348.17,14941.02,9407.15,7616.96,1790.19
USA,2006,2,short,4,6,75871.15,170.61,123.2,87.93,110.06,155.86,182.6,195.23,224.73,307.89,555.52,801.73,1131.33,1508.43,1713.07,2151.9,3681.99,7651.18,14187.24,40930.65,18053.34,22877.31,15181.05,7696.26,6449.48,1246.78
USA,2006,2,short,4,7,335341.7,165.41,76.87,41.92,74.39,129.37,255.85,395.61,682.37,1260.23,2670.83,4645.26,6637.52,9427.69,11926.41,15014.43,22263.64,36160.77,56707.29,166805.83,69725.55,97080.28,60677.12,36403.16,29030.31,7372.86
USA,2006,2,short,4,8,83864.23,61.38,29.48,19.43,20.38,37.69,59.84,79.12,163.44,330.4,748.84,1221.35,1673.25,2069.7,2585.73,3390.78,5530.59,9724.33,15936.1,40182.4,18671.01,21511.4,14316.13,7195.27,5997.21,1198.07
USA,2006,2,short,4,9,18418.61,24.97,4.21,1.02,4.08,18.34,34.04,39.05,67.42,107.4,161.77,293.93,324.54,454.44,611.96,884.89,1408.79,2275.6,3318.51,8383.64,3584.92,4798.73,3060.11,1738.62,1387.99,350.62
USA,2006,2,short,4,10,31452.79,129,76.87,26.58,12.23,39.73,48.49,59.6,106.24,140.14,251.31,368.95,473.17,574.37,726.72,1053.86,1672.49,3035.58,5446.16,17211.3,6740.19,10471.11,6282.83,4188.28,3263.49,924.79
USA,2006,2,short,4,11,88182,159.17,55.81,35.79,34.65,48.9,61.9,102.76,152.2,222.99,553.49,1054.11,1761.22,2957.45,4629.98,7039,10121.31,14301.8,17110.96,27778.52,15030.25,12748.26,8940.4,3807.87,3226.32,581.55
USA,2006,2,short,4,12,42397.89,150.11,49.2,22.74,29.55,33.62,83.94,114.07,231.25,506.09,1155.46,1842.26,2288.28,2543.11,2572.34,2816.26,3665.17,4931.52,6318.9,13044.03,6253.43,6790.59,4600.32,2190.28,1843.32,346.96
USA,2006,2,short,4,13,12188.31,8.32,2.11,8.18,18.34,50.93,84.6,124.33,127.69,193.33,280.81,375.02,454.96,644.89,675.36,717.97,1004.27,1436.11,1924.43,4056.66,1798.54,2258.12,1440.17,817.95,636.81,181.14
USA,2006,2,short,4,14,36255.41,66.58,7.37,7.16,7.13,47.88,193.95,241.47,249.24,297.66,341.86,492.59,769.39,1104.37,1408.1,1931.68,2739.1,4398.02,6528.92,15422.94,7212.41,8210.52,5548.24,2662.28,2183.49,478.8
USA,2006,2,short,4,15,12659.46,10387.04,314.93,101.26,75.42,91.7,96.99,91.48,87.86,98.2,110.91,157.12,140.55,181.39,145.95,102.58,85.54,102.8,101.06,186.68,99.38,87.3,59.27,28.03,20.61,7.41
USA,2006,2,short,4,16,57769.15,689.22,921.86,519.67,610.53,2662.43,3038.01,2890.16,2694.27,3588.14,4532.73,4936.11,4111.81,3173.81,2249.95,1910.95,2213.12,3116.51,4343.46,9566.43,4406.58,5159.85,3396.81,1763.04,1430.4,332.64
USA,2007,2,short,4,0,1219744,12848.42,2069.58,1192.24,1370.14,3741.5,4925.86,5825.04,6957.01,11127.26,18376.7,29836.42,40398.13,50869.94,62625.94,74500.93,96397.26,139363.28,192523.97,464794.39,213115.59,251678.8,162707.77,88971.03,72377.34,16593.69
USA,2007,2,short,4,1,33980.75,366.98,90.35,30.02,35.58,71.12,141.93,281.17,425,731.99,1122.72,1570.46,1876.22,1882.82,1880.48,2134.27,2685.02,3758.54,5023.39,9872.68,5111.61,4761.07,3257.66,1503.41,1268.43,234.98
USA,2007,2,short,4,2,280080.89,70.69,214.81,249.18,257.07,299.21,419.73,641.45,1220.55,2603.16,5284.35,10142.95,15269.14,21169.92,26370.7,30071.36,33939.62,39747.51,40891.37,51218.13,30662.79,20555.34,15258.28,5297.06,4622.85,674.21
USA,2007,2,short,4,3,5611.29,50.94,40.01,18.31,11.22,32.57,41.97,58.41,61.33,102.12,157.6,211.79,245.64,276.34,329.13,344.17,453.07,550.74,750.59,1875.33,816.8,1058.53,669.27,389.27,323.34,65.93
USA,2007,2,short,4,4,51687.22,108.13,66.34,40.68,42.85,86.51,145.37,236.7,298.5,473.86,819.56,1215.06,2063.19,2800.82,3497.64,3787.99,4936.58,6758.32,8347.79,15961.33,8170.41,7790.92,5322.84,2468.08,2001.19,466.89
USA,2007,2,short,4,5,59562.01,0,3.16,3.05,5.1,20.35,50.17,88.13,95.09,138.92,326.51,465.32,420.68,459.04,525.51,720.62,1625.06,4222.36,9780.92,40612.02,15414.49,25197.53,15366.54,9830.99,7853.06,1977.93
USA,2007,2,short,4,6,78456.82,204.8,123.2,100.69,116.29,154.69,184.27,171.12,261.69,338.03,491.11,798.54,1173.6,1559.23,1794.6,2360.93,3861.24,7959.65,14332.33,42470.79,18678.16,23792.64,15438.67,8353.96,6921.51,1432.45
USA,2007,2,short,4,7,326134.05,194.4,95.82,47.8,62.23,122.13,280.5,448.81,661.38,1272.47,2422.04,4463.97,6664.68,9016.68,11957.48,14840.04,20985.74,33915.49,54023.16,164659.23,68899.84,95759.39,59505.71,36253.68,29026.62,7227.06
USA,2007,2,short,4,8,83253.79,57.18,33.7,21.36,25.5,31.55,52.21,92.22,166.62,339.05,669.06,1222.14,1690.16,2006.05,2536.43,3506.22,5211.45,9192.29,15368.18,41032.43,19065.17,21967.26,14646.5,7320.76,6144.61,1176.16
USA,2007,2,short,4,9,17947.26,29.11,5.27,1.02,4.08,16.29,21.5,43.05,57.26,110.33,170.86,259.49,348.8,460.97,625.1,850.43,1380.43,2196,3114.76,8252.53,3604.61,4647.92,2844.99,1802.92,1396.69,406.23
USA,2007,2,short,4,10,29371.92,110.19,70.55,26.44,29.58,32.57,45.04,68.65,81.78,138.89,213.53,343.53,456.91,570.84,719.65,978.18,1559.57,2817.24,4737.19,16371.59,6460.2,9911.39,5928.23,3983.16,3049.49,933.67
USA,2007,2,short,4,11,90095.16,150.74,63.18,40.68,36.72,58.01,71.66,105.54,139.02,235.91,474.84,1004.25,1801.34,2883.47,4889.58,7109.9,10102.5,14325.23,17472.88,29129.7,15661.34,13468.37,9429.09,4039.28,3419.31,619.96
USA,2007,2,short,4,12,42345.21,142.42,61.28,13.71,25.63,43.88,85.34,136.9,208.78,520.05,1059.34,1906.43,2403.77,2603.29,2735.39,2892.55,3618.82,4872.84,6073.72,12941.08,6284.08,6657,4494.28,2162.72,1823.45,339.27
USA,2007,2,short,4,13,12039.15,7.28,6.32,3.05,19.38,34.6,83.95,111.69,128.8,168.5,244.03,356.71,473.08,554.71,701.53,835.28,953.46,1399.04,1807.68,4150.07,1937.35,2212.73,1385.61,827.12,658.04,169.08
USA,2007,2,short,4,14,36930.37,87.32,16.85,8.14,9.18,67.17,163.8,232.6,271.91,347.22,325.37,558.37,782.4,1137.65,1424.2,2034.85,2866.44,4468.44,6362.79,15765.68,7490.34,8275.34,5492.29,2783.06,2237.53,545.53
USA,2007,2,short,4,15,12821.81,10476.8,311.69,104.76,86.71,85.49,85.99,94.27,83.82,117.44,144.38,138.83,192.06,166.41,145.94,95.6,80.55,93.81,136.56,180.68,107.69,72.99,50.14,22.85,18.59,4.25
USA,2007,2,short,4,16,59426.31,791.44,867.05,483.34,603,2585.38,3052.42,3014.33,2795.47,3489.31,4451.39,5178.59,4536.47,3321.69,2492.6,1938.53,2137.72,3085.81,4300.66,10301.1,4750.72,5550.38,3617.67,1932.71,1612.62,320.09
USA,2008,2,short,4,0,1245787,12391.22,2037.52,1106.15,1265.13,3449.76,4722.82,5786.72,6854.71,10761.23,17925.46,30080.04,41428.16,51287.11,65349.03,78049.23,98134.63,138169.7,193503.29,483485.1,220212.41,263272.69,169171.3,94101.39,76537.65,17563.74
USA,2008,2,short,4,1,35147.15,372.9,96.5,20.71,31.78,73.42,140.76,238.36,404.34,634.52,1023.27,1460.68,1888.47,2000.91,2102.99,2329.78,2762.35,3959.67,5250.54,10355.19,5338.83,5016.36,3442.44,1573.92,1313.59,260.33
USA,2008,2,short,4,2,280828.96,59.43,211.94,268.23,225.54,295.7,400.03,697.31,1176,2548.18,4980.6,9913,15479.8,20808,26728.95,31199.2,33947.21,38716.87,40548.14,52624.81,31489.78,21135.03,15723.67,5411.36,4660.67,750.69
USA,2008,2,short,4,3,5694.61,38.58,42.18,18.64,15.38,28.65,35.99,57.59,77.16,117.04,137.81,199.48,256.54,307.9,326.81,359.8,421.29,585.92,758.59,1909.26,837.31,1071.94,675.12,396.82,313.88,82.94
USA,2008,2,short,4,4,51771.59,124.08,73.81,49.71,49.21,78.78,156.31,236.55,314.83,477.4,781.95,1298.66,1910.37,2779.16,3597.92,4098.91,5045.36,6400.71,8041.66,16256.21,8233.76,8022.45,5414.28,2608.17,2136.07,472.1
USA,2008,2,short,4,5,69873.6,2.09,2.11,6.21,2.05,20.46,41.14,74.06,84.37,170.45,303.23,421.4,531.46,472.55,559.91,851.77,1899.9,4772.4,11420.44,48237.59,18342.62,29894.97,18072.6,11822.38,9510.8,2311.58
USA,2008,2,short,4,6,84591.05,203.32,126.53,90.1,123.02,155.52,189.22,204.67,223.26,304.92,559.41,863.06,1205.64,1581.89,2050.63,2457.14,4155.45,8186.85,15221.62,46688.8,20681.86,26006.95,16696.94,9310,7778.85,1531.15
USA,2008,2,short,4,7,326929.02,188.73,94.9,46.6,58.44,123.81,226.24,455.63,696.57,1233.07,2492.94,4639.12,7065.83,9040.43,12607.82,15160.57,20812.11,32871.43,52536.92,166577.87,69041.56,97536.31,60337.73,37198.59,29729.84,7468.75
USA,2008,2,short,4,8,82137.92,75.07,35.85,17.61,31.78,30.7,50.39,100.79,149.19,326.49,647.22,1198.96,1611.31,2089.75,2559.09,3511.48,5186.67,9003.38,14894.87,40617.33,18568.1,22049.23,14588.86,7460.37,6154.61,1305.75
USA,2008,2,short,4,9,16775.26,12.51,5.27,1.04,2.05,22.51,33.94,44.22,72.02,111.91,159.25,264.62,340.71,450.25,630.44,819.4,1217.54,1887.16,2851.21,7849.22,3390.18,4459.04,2735.56,1723.47,1379.99,343.48
